,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
580,3,13,3,8,3,1,4,4,2,6,0
581,3,2,3,8,3,9,2,10,2,6,0
582,2,9,3,11,4,4,1,4,2,12,1
583,2,9,3,1,3,3,4,13,2,7,0
584,1,10,2,2,4,12,4,10,2,5,1
585,1,1,4,4,1,8,2,1,3,9,1
586,1,11,4,7,1,5,3,1,4,8,0
587,4,7,1,5,4,2,4,5,1,11,1
588,4,4,3,6,1,2,2,5,1,13,0
589,1,13,1,8,2,13,1,10,4,2,1
590,1,13,3,9,3,6,2,2,4,4,0
591,4,6,4,7,3,4,2,9,3,3,0
592,4,9,1,11,1,10,3,7,4,5,0
593,1,9,4,13,2,5,4,5,1,8,1
594,3,7,2,3,3,11,3,3,3,12,1
595,1,12,4,1,3,12,4,4,3,7,1
596,2,1,2,7,3,9,3,11,1,6,0
597,1,7,1,12,4,11,2,4,3,2,0
598,2,7,1,3,2,4,4,9,4,4,1
599,1,6,2,2,4,12,4,11,4,9,0
600,3,2,2,8,4,10,2,5,1,13,0
601,4,10,3,2,2,1,3,13,4,4,0
602,4,12,3,7,1,3,3,8,2,13,0
603,4,6,3,13,4,1,2,13,2,7,1
604,2,1,4,10,2,7,3,9,3,2,0
605,3,11,3,1,2,3,3,12,1,12,1
606,2,2,3,13,2,13,3,11,3,1,1
607,2,6,3,13,2,7,4,8,3,8,1
608,1,3,1,7,4,11,3,10,4,7,1
609,4,6,2,7,3,11,1,9,3,4,0
610,4,8,1,3,2,13,4,10,2,10,1
611,3,4,1,10,4,11,2,13,4,7,0
612,2,13,1,6,3,7,4,2,3,5,0
613,3,8,4,7,4,12,2,5,2,7,1
614,2,10,3,8,1,3,3,10,4,7,1
615,4,2,1,9,1,6,1,5,4,11,0
616,3,2,2,3,2,1,2,9,4,2,1
617,3,1,4,8,1,9,2,12,2,7,0
618,4,1,1,6,1,2,3,10,4,11,0
619,2,6,2,3,1,9,2,7,3,4,0
620,2,8,2,10,1,6,3,10,3,13,1
621,4,11,3,4,3,2,1,13,2,10,0
622,4,4,2,9,2,13,1,9,2,3,1
623,3,6,4,4,3,2,2,1,4,12,0
624,1,5,1,10,1,3,4,9,3,13,0
625,4,12,3,4,4,9,3,1,3,10,0
626,4,13,1,2,1,8,4,4,1,7,0
627,2,5,3,1,4,5,4,1,1,12,2
628,3,7,4,5,4,11,1,8,2,4,0
629,3,13,2,12,2,11,3,2,4,5,0
630,2,12,3,7,1,12,4,8,4,9,1
631,4,8,1,4,4,5,1,5,1,3,1
632,4,3,1,1,3,11,1,5,4,10,0
633,4,6,4,11,2,7,2,8,3,4,0
634,4,5,4,1,3,11,1,5,1,10,1
635,2,3,3,12,1,2,1,6,2,13,0
636,3,11,1,4,3,6,4,12,3,9,0
637,3,1,3,11,2,4,2,13,1,6,0
638,1,12,2,13,1,6,2,4,1,8,0
639,4,13,1,8,3,8,2,9,3,13,2
640,4,9,4,4,1,3,3,13,1,4,1
641,1,1,2,13,1,10,1,2,2,10,1
642,1,8,3,12,1,13,4,8,1,6,1
643,1,2,3,12,2,8,3,1,1,7,0
644,3,3,3,1,1,9,1,6,1,1,1
645,1,10,3,12,3,11,1,9,2,4,0
646,3,5,2,10,1,6,3,13,2,6,1
647,2,10,1,8,1,13,1,7,2,4,0
648,4,12,3,12,2,12,1,1,1,3,3
649,4,3,3,9,4,9,1,8,2,5,1
650,1,13,4,5,3,13,3,7,2,4,1
651,1,2,3,5,3,10,3,9,4,6,0
652,2,10,4,1,3,13,3,12,3,3,0
653,3,12,3,6,3,10,3,1,2,3,0
654,3,8,1,12,4,12,1,9,3,12,3
655,4,1,1,3,1,11,2,4,4,9,0
656,2,7,3,3,3,5,3,12,3,10,0
657,1,1,2,6,2,10,2,11,1,9,0
658,4,12,3,8,2,7,4,7,3,3,1
659,1,1,2,11,3,12,2,5,1,5,1
660,4,6,4,1,4,5,4,3,4,8,5
661,2,7,1,12,1,4,2,2,2,12,1
662,1,13,3,1,1,12,3,6,4,11,0
663,3,5,4,11,1,4,1,12,3,8,0
664,3,11,3,1,2,7,1,5,3,2,0
665,2,12,4,11,4,1,2,4,1,1,1
666,4,7,4,2,3,9,4,11,4,4,0
667,4,13,1,7,2,7,1,9,3,10,1
668,3,8,4,1,1,2,2,2,1,9,1
669,2,13,3,7,1,3,1,12,1,9,0
670,1,8,1,13,1,4,4,10,3,2,0
671,3,11,2,6,1,12,1,4,3,12,1
672,2,12,2,4,2,7,3,13,3,12,1
673,1,10,1,2,4,7,3,7,3,4,1
674,2,13,1,2,2,2,2,3,3,4,1
675,1,2,1,7,3,10,3,6,2,3,0
676,1,7,3,1,3,10,4,8,3,13,0
677,1,4,3,10,3,12,2,11,3,13,0
678,2,8,3,10,3,2,4,1,3,12,0
679,2,8,3,7,3,6,1,2,3,12,0
680,4,5,4,4,4,10,1,7,1,10,1
681,1,3,4,4,3,8,3,1,4,9,0
682,3,10,1,6,2,7,1,13,3,6,1
683,2,10,2,11,4,11,4,12,1,2,1
684,2,9,2,12,3,11,3,9,4,2,1
685,4,4,3,7,4,12,1,5,2,7,1
686,4,5,4,9,3,13,2,7,4,13,1
687,3,13,2,13,1,3,2,3,2,1,2
688,2,11,2,13,2,12,1,4,3,12,1
689,2,12,1,1,4,7,2,10,1,4,0
690,2,4,1,11,4,4,4,7,4,11,2
691,4,7,4,11,2,10,3,3,2,1,0
692,4,9,2,12,3,8,1,3,4,12,1
693,4,9,4,13,1,11,2,4,1,6,0
694,3,7,1,3,2,9,4,12,2,3,1
695,2,3,4,7,1,6,2,2,2,6,1
696,3,3,1,11,2,9,2,10,2,3,1
697,1,12,3,3,3,5,2,8,4,13,0
698,4,2,4,4,4,5,4,3,4,12,5
699,4,6,2,13,2,10,4,13,3,4,1
700,4,5,1,1,4,2,2,11,2,13,0
701,2,9,2,5,3,8,3,11,1,3,0
702,1,2,1,9,1,5,3,11,3,12,0
703,3,2,3,5,4,2,1,1,1,13,1
704,4,11,1,9,2,3,3,13,3,9,1
705,1,13,3,6,1,12,4,11,2,13,1
706,4,4,2,13,1,12,2,9,4,12,1
707,1,1,2,3,2,4,3,2,3,4,1
708,4,11,1,4,1,13,4,1,4,8,0
709,1,8,2,11,1,4,2,6,3,8,1
710,1,13,3,2,4,11,1,6,4,10,0
711,4,5,2,1,2,11,3,6,1,10,0
712,2,10,4,6,1,7,2,7,3,13,1
713,4,9,3,12,2,8,4,8,2,7,1
714,2,12,1,7,3,4,4,5,1,4,1
715,4,4,2,8,3,10,3,7,1,10,1
716,2,4,4,4,2,9,1,10,2,5,1
717,2,9,2,4,3,6,3,1,1,5,0
718,2,5,4,11,3,7,4,5,2,6,1
719,1,9,3,6,4,12,4,5,2,13,0
720,1,4,1,3,4,2,2,1,2,7,0
721,4,9,1,2,1,5,3,2,4,1,1
722,1,6,4,1,2,4,2,2,4,10,0
723,1,10,2,13,1,1,4,4,1,6,0
724,2,2,3,11,2,9,4,7,3,10,0
725,1,9,3,10,3,2,1,5,1,1,0
726,2,8,2,6,4,9,4,6,3,8,2
727,2,1,2,2,4,5,4,9,2,12,0
728,3,10,2,2,2,12,1,10,1,4,1
729,4,7,3,1,3,6,2,7,1,12,1
730,3,3,1,6,3,2,3,13,4,3,1
731,2,11,2,8,4,8,1,5,4,1,1
732,3,3,2,2,3,13,1,5,1,12,0
733,4,9,1,10,2,5,2,2,4,12,0
734,3,13,1,4,4,8,3,1,1,3,0
735,3,9,2,13,2,5,1,10,3,12,0
736,3,4,4,9,2,12,1,6,1,12,1
737,3,1,3,6,2,4,4,11,2,13,0
738,2,5,4,7,2,3,1,3,3,2,1
739,1,5,1,12,3,10,1,10,1,13,1
740,2,4,3,9,4,6,1,8,3,10,0
741,1,10,1,2,4,13,2,9,2,6,0
742,1,13,4,7,1,1,1,10,2,7,1
743,1,7,2,6,2,4,2,8,2,10,0
744,1,8,4,10,4,12,2,10,4,1,1
745,2,7,3,8,4,3,3,9,1,2,0
746,1,12,2,2,2,12,1,4,4,8,1
747,1,5,1,4,2,8,2,6,3,6,1
748,3,11,2,10,1,10,3,12,2,2,1
749,3,7,3,8,4,10,4,9,2,2,0
750,4,4,3,3,2,3,2,11,2,2,1
751,4,2,2,4,2,2,2,5,4,6,1
752,4,11,2,1,4,1,3,5,3,10,1
753,2,6,3,12,2,11,3,8,3,6,1
754,3,9,3,4,2,3,1,5,4,9,1
755,4,8,2,11,1,13,3,9,4,10,0
756,1,2,3,4,1,1,4,13,2,3,0
757,4,4,2,10,4,3,2,9,3,11,0
758,1,2,1,6,4,8,1,5,4,11,0
759,4,10,1,7,3,1,3,3,4,12,0
760,3,1,4,4,3,2,3,12,1,11,0
761,3,10,3,1,2,4,1,10,2,11,1
762,2,10,1,7,4,1,1,3,2,2,0
763,4,12,2,9,1,7,2,3,1,6,0
764,3,3,2,12,3,5,2,9,4,8,0
765,3,2,3,13,3,7,4,7,2,11,1
766,4,4,2,12,2,4,2,2,1,10,1
767,2,10,2,7,3,1,2,9,1,3,0
768,3,6,1,1,4,6,2,2,1,12,1
769,3,9,1,10,4,11,3,7,4,8,4
770,3,1,4,11,1,10,2,4,4,10,1
771,1,1,4,4,1,10,4,7,3,13,0
772,1,2,1,7,2,3,1,3,2,5,1
773,4,3,3,13,4,4,4,5,3,9,0
774,2,3,1,13,2,9,1,7,3,3,1
775,3,13,3,4,1,9,3,7,3,2,0
776,2,8,1,6,3,3,1,13,4,9,0
777,4,6,2,13,1,5,1,10,4,8,0
778,4,6,4,13,4,2,1,6,4,10,1
779,4,2,1,2,2,11,1,1,3,5,1
780,3,6,2,9,1,6,2,1,4,1,2
781,2,11,4,5,3,2,1,1,2,2,1
782,4,2,2,13,3,8,1,2,3,5,1
783,3,1,1,12,3,10,4,6,1,5,0
784,4,8,1,1,4,13,3,9,2,7,0
785,1,9,1,7,1,5,4,5,4,3,1
786,3,4,1,6,4,5,3,8,1,8,1
787,3,5,2,8,4,13,1,1,2,4,0
788,3,12,3,5,1,4,3,13,4,8,0
789,2,12,3,12,4,13,4,2,1,10,1
790,4,7,3,5,3,1,1,13,2,7,1
791,4,6,4,13,4,3,2,8,2,10,0
792,2,12,4,3,4,7,2,10,3,4,0
793,2,1,4,8,4,7,3,9,1,8,1
794,1,2,2,12,4,13,3,8,1,13,1
795,2,4,1,9,3,5,3,11,3,4,1
796,1,11,4,4,3,12,2,5,1,5,1
797,3,13,4,7,1,7,4,9,3,1,1
798,3,9,3,1,1,11,4,3,1,5,0
799,2,4,4,13,1,6,1,10,4,11,0
800,2,6,4,3,3,6,4,9,1,4,1
801,4,3,2,3,2,13,1,2,4,6,1
802,1,4,4,1,1,8,4,2,4,9,0
803,1,11,1,8,1,1,1,9,4,7,0
804,2,9,3,9,1,1,1,5,4,9,3
805,3,3,1,10,1,4,2,4,4,8,1
806,1,6,4,5,4,1,1,8,2,4,0
807,2,6,2,1,2,9,3,3,3,8,0
808,3,5,2,4,1,12,4,2,2,2,1
809,1,12,1,6,2,2,4,5,1,1,0
810,3,2,1,2,4,6,2,12,4,10,1
811,1,6,4,9,2,1,4,7,3,11,0
812,3,8,1,12,1,2,3,5,4,4,0
813,4,4,2,9,1,4,4,11,3,9,2
814,2,12,2,1,2,13,2,4,2,3,5
815,2,8,2,5,2,1,2,7,3,12,0
816,3,13,1,5,2,5,1,13,3,4,2
817,1,10,1,5,3,13,1,8,2,12,0
818,3,13,4,9,2,3,3,8,3,5,0
819,2,13,4,5,4,8,1,4,1,1,0
820,2,11,4,1,1,1,1,7,4,4,1
821,3,8,1,11,1,10,1,6,4,8,1
822,4,11,4,7,1,3,4,13,2,12,0
823,4,2,4,9,4,5,2,11,1,10,0
824,4,12,1,8,1,3,1,1,3,4,0
825,3,7,4,4,1,1,4,3,4,6,0
826,1,7,4,5,1,13,3,11,2,3,0
827,1,1,2,4,3,1,3,8,2,1,3
828,2,5,4,12,2,12,2,4,2,13,1
829,4,7,4,2,3,5,2,5,2,11,1
830,2,8,4,12,2,6,3,11,4,8,1
831,4,12,3,9,2,12,4,3,3,13,1
832,1,9,3,2,1,13,4,2,3,9,2
833,2,9,3,10,4,13,1,10,2,8,1
834,1,4,2,12,4,7,2,5,4,2,0
835,3,13,1,12,2,5,4,2,2,3,0
836,2,6,4,11,2,8,3,8,4,6,2
837,4,10,1,9,2,11,1,1,2,12,0
838,1,7,2,12,4,10,1,10,4,6,1
839,3,13,1,13,4,3,4,9,1,10,1
840,1,11,2,10,4,2,1,13,3,4,0
841,3,8,1,1,4,9,1,5,2,4,0
842,4,2,1,9,2,6,1,5,2,3,0
843,4,9,2,9,1,2,3,1,3,13,1
844,4,10,3,11,3,2,1,1,3,6,0
845,3,1,1,11,2,7,2,13,3,5,0
846,4,10,4,12,3,6,4,9,3,13,0
847,3,11,1,13,3,3,3,4,4,5,0
848,2,3,1,10,4,8,1,3,4,7,1
849,3,5,1,11,3,13,3,6,3,4,0
850,2,5,4,2,4,4,2,3,1,6,4
851,3,1,2,1,3,5,2,2,4,8,1
852,4,7,2,8,1,2,4,2,2,3,1
853,4,1,4,9,3,6,4,6,2,13,1
854,1,10,3,8,3,13,4,2,1,3,0
855,3,5,2,12,1,5,3,3,1,8,1
856,3,1,3,9,4,7,1,9,1,6,1
857,1,13,1,11,1,9,3,2,4,8,0
858,4,6,1,8,1,1,4,7,3,11,0
859,2,1,3,2,1,5,4,3,2,13,0
860,2,7,1,3,4,4,3,9,3,11,0
861,1,13,4,8,4,11,3,11,1,5,1
862,4,13,2,4,3,12,3,5,1,6,0
863,1,11,2,2,2,7,2,10,2,8,0
864,2,8,2,5,3,3,4,2,2,11,0
865,2,11,4,5,1,11,1,10,3,5,2
866,4,3,2,6,3,12,2,8,3,13,0
867,2,5,1,7,1,11,4,9,1,2,0
868,1,12,1,3,3,1,3,11,2,9,0
869,2,3,4,6,4,1,3,12,2,9,0
870,3,7,3,6,3,5,1,12,3,8,0
871,4,9,4,5,3,1,2,10,3,3,0
872,3,13,1,11,1,5,4,13,4,9,1
873,4,4,3,1,2,1,2,8,3,7,1
874,2,3,2,8,3,7,2,1,2,2,0
875,3,13,1,12,4,10,3,7,2,11,0
876,1,7,1,10,1,5,3,8,2,8,1
877,2,1,2,2,2,12,4,6,2,9,0
878,4,13,2,9,1,4,2,11,3,7,0
879,4,1,1,2,2,12,4,11,1,13,0
880,2,12,4,11,1,6,1,11,3,5,1
881,1,2,4,8,1,10,2,8,1,11,1
882,4,3,3,2,4,9,1,9,1,12,1
883,1,12,2,5,3,3,2,8,4,10,0
884,1,7,2,2,1,5,1,3,3,10,0
885,1,7,1,8,4,2,1,5,2,9,0
886,1,9,1,10,4,4,4,13,1,6,0
887,2,4,4,3,2,10,1,8,4,4,1
888,3,6,1,3,2,11,4,6,3,11,2
889,4,9,4,2,2,9,3,12,3,4,1
890,3,7,2,13,2,8,1,10,3,12,0
891,4,8,3,1,2,12,1,6,3,11,0
892,1,11,3,1,3,3,1,7,2,11,1
893,4,12,4,9,1,13,4,13,3,3,1
894,1,6,3,9,1,10,1,1,3,2,0
895,4,11,1,6,4,4,4,3,2,8,0
896,2,9,2,5,3,2,1,1,2,11,0
897,1,12,1,3,3,1,1,11,1,13,0
898,4,6,4,11,2,13,3,10,3,12,0
899,2,7,4,9,3,2,4,8,1,7,1
900,4,12,2,8,1,8,4,6,4,5,1
901,4,9,3,9,1,2,4,2,1,12,2
902,3,8,2,10,3,7,1,7,2,2,1
903,4,11,4,12,1,13,3,7,3,3,0
904,3,12,2,3,2,12,3,3,1,9,2
905,4,1,3,13,2,2,2,1,3,9,1
906,1,9,4,5,2,13,4,2,4,10,0
907,3,13,1,3,1,2,2,8,4,12,0
908,2,9,2,2,4,5,1,3,1,13,0
909,3,11,4,12,2,11,4,5,1,6,1
910,2,1,1,2,3,11,2,3,4,2,1
911,1,8,2,7,2,5,4,2,2,10,0
912,1,8,4,7,3,8,4,3,2,7,2
913,2,13,2,5,3,13,3,4,1,1,1
914,4,6,2,2,3,9,1,10,2,1,0
915,4,4,3,5,1,9,2,7,2,5,1
916,4,9,3,1,4,13,4,7,1,13,1
917,4,13,2,8,1,7,2,5,4,12,0
918,2,5,2,12,3,9,4,11,1,4,0
919,1,10,3,1,1,11,3,9,2,13,0
920,4,2,4,10,1,10,1,7,2,5,1
921,4,10,1,5,3,2,3,6,1,7,0
922,1,6,1,5,1,1,1,9,1,12,5
923,2,8,1,4,3,11,4,3,2,13,0
924,2,4,1,13,1,12,2,5,2,13,1
925,1,10,4,9,3,12,3,13,2,13,1
926,2,3,4,1,3,8,2,2,1,7,0
927,2,5,1,8,2,12,4,1,1,9,0
928,3,10,2,12,3,3,4,2,1,4,0
929,2,10,2,8,4,7,2,2,1,6,0
930,1,7,4,6,3,6,2,11,3,2,1
931,4,9,3,13,1,12,2,9,4,8,1
932,1,3,4,8,1,5,2,13,3,7,0
933,4,12,2,3,2,7,4,9,3,6,0
934,4,12,4,1,4,3,3,6,4,5,0
935,1,9,1,2,4,10,3,9,4,3,1
936,3,10,2,3,2,9,3,3,3,1,1
937,4,10,3,5,3,1,2,1,1,7,1
938,3,10,4,4,2,4,4,1,1,2,1
939,3,13,3,9,2,1,1,3,2,9,1
940,3,1,1,9,4,1,3,8,2,12,1
941,2,6,4,11,3,11,4,4,4,10,1
942,1,6,4,8,2,12,4,2,2,6,1
943,3,3,2,8,4,8,1,5,2,10,1
944,2,3,2,8,3,2,1,11,3,6,0
945,2,9,3,2,4,3,2,4,4,6,0
946,3,4,1,12,3,13,4,1,2,6,0
947,1,9,3,12,4,4,3,4,2,12,2
948,2,12,3,13,1,11,4,11,2,10,1
949,2,12,3,5,2,11,3,9,2,8,0
950,4,9,1,8,3,5,4,6,2,13,0
951,3,2,4,4,1,5,1,8,1,2,1
952,3,8,4,6,3,12,1,13,3,1,0
953,4,9,2,6,4,7,1,4,3,4,1
954,2,1,2,2,4,13,2,13,4,1,2
955,4,12,4,8,3,6,2,4,3,4,1
956,3,9,3,3,1,13,2,2,2,12,0
957,4,6,1,5,4,2,1,4,4,7,0
958,4,2,1,2,1,10,4,3,2,4,1
959,3,7,4,3,1,9,3,5,3,3,1
960,3,8,3,9,1,12,2,8,2,11,1
961,1,13,4,1,1,3,3,12,4,13,1
962,4,1,4,6,4,7,1,11,3,5,0
963,3,8,4,3,1,3,2,9,3,13,1
964,2,11,4,2,3,8,2,12,1,3,0
965,3,4,3,13,1,6,3,1,4,7,0
966,1,12,1,4,1,2,2,11,3,7,0
967,4,11,4,10,4,12,3,1,2,12,1
968,2,1,3,11,3,13,4,5,4,1,1
969,1,11,4,1,1,12,4,12,3,2,1
970,2,11,4,2,1,2,4,1,1,11,2
971,1,13,4,8,3,1,2,5,1,5,1
972,3,9,2,2,3,5,2,8,2,7,0
973,3,10,1,9,3,8,3,4,3,5,0
974,3,11,4,3,2,8,1,13,4,10,0
975,4,3,4,6,2,1,3,11,1,4,0
976,4,7,4,4,4,10,4,9,4,12,5
977,3,9,1,8,2,7,4,9,2,6,1
978,1,9,3,11,2,2,3,7,2,10,0
979,4,3,2,8,3,9,3,5,4,7,0
980,3,2,4,8,1,7,2,13,3,8,1
981,3,6,4,2,3,8,3,9,1,4,0
982,4,6,2,13,4,13,4,3,2,5,1
983,4,7,2,8,1,11,3,2,1,2,1
984,4,1,1,13,1,3,3,7,2,7,1
985,4,11,3,10,3,2,2,1,4,12,0
986,2,4,3,5,4,12,3,2,4,13,0
987,2,7,4,8,1,5,3,2,4,10,0
988,4,1,1,8,3,13,4,9,2,1,1
989,4,7,1,4,4,12,3,4,1,3,1
990,3,9,3,3,3,13,3,11,3,5,5
991,2,1,1,3,2,5,3,8,1,12,0
992,4,2,3,6,2,11,2,13,1,6,1
993,1,8,3,13,2,7,3,10,2,11,0
994,1,10,4,7,3,13,4,11,2,3,0
995,4,9,1,12,3,9,1,6,1,13,1
996,3,11,3,13,1,6,2,11,3,3,1
997,3,10,1,13,3,9,2,10,3,4,1
998,4,1,2,9,1,8,1,2,1,4,0
999,4,11,1,12,1,13,1,3,3,3,1
1000,1,3,4,6,3,2,2,6,2,1,1
1001,4,4,3,8,1,11,4,9,2,5,0
1002,2,6,2,3,1,2,4,1,4,2,1
1003,2,8,3,2,3,5,1,8,3,4,1
1004,3,9,3,3,4,9,4,13,1,11,1
1005,1,2,4,4,4,10,3,2,1,11,1
1006,4,13,1,5,3,2,4,4,1,9,0
1007,4,8,4,11,1,2,2,4,3,11,1
1008,4,8,2,9,2,12,3,3,4,6,0
1009,2,10,4,1,1,7,3,1,1,5,1
1010,2,2,1,13,4,10,4,13,1,9,1
1011,4,7,2,4,4,6,2,2,1,5,0
1012,2,9,2,6,4,5,2,11,1,13,0
1013,2,7,2,9,3,11,3,2,4,3,0
1014,4,12,2,12,2,1,4,7,4,4,1
1015,4,7,3,2,1,5,3,1,3,9,0
1016,4,3,2,9,2,6,4,2,2,8,0
1017,3,1,4,9,1,12,2,4,1,11,0
1018,4,3,3,11,1,9,4,12,1,7,0
1019,1,7,4,5,4,4,2,9,3,4,1
1020,3,10,1,7,3,8,3,11,3,9,4
1021,1,3,3,11,4,12,2,9,4,6,0
1022,3,13,1,6,2,7,1,9,4,12,0
1023,4,4,2,7,3,6,4,3,2,4,1
1024,3,7,1,4,2,10,4,2,1,10,1
1025,1,8,3,13,4,5,2,9,1,1,0
1026,1,6,1,3,1,12,1,4,3,10,0
1027,3,12,2,1,3,9,1,1,1,6,1
1028,4,6,4,7,2,10,3,11,3,4,0
1029,1,13,2,7,3,12,1,5,4,2,0
1030,4,1,3,6,1,7,4,10,1,4,0
1031,4,7,4,5,4,9,4,1,2,8,0
1032,3,11,1,3,1,11,2,2,4,6,1
1033,2,11,3,4,1,5,4,2,4,9,0
1034,3,4,1,10,2,3,1,5,4,9,0
1035,4,11,2,9,1,5,3,9,2,7,1
1036,4,5,2,3,1,1,3,10,2,6,0
1037,3,8,2,7,2,3,3,7,1,12,1
1038,3,12,4,8,4,7,3,3,1,6,0
1039,1,2,2,12,1,8,1,13,3,1,0
1040,2,7,2,5,4,9,4,6,1,9,1
1041,2,9,3,9,2,7,2,5,3,1,1
1042,3,12,3,2,4,11,2,11,1,3,1
1043,2,2,1,13,2,13,4,3,4,13,3
1044,4,10,4,11,1,10,2,9,4,1,1
1045,3,6,1,9,4,5,4,8,3,13,0
1046,4,2,3,10,4,7,4,10,2,6,1
1047,2,8,4,13,3,8,3,2,4,2,2
1048,2,10,3,9,1,11,2,11,4,5,1
1049,2,10,3,10,2,3,2,5,1,6,1
1050,3,2,2,13,2,3,4,6,1,10,0
1051,2,5,3,6,2,13,2,7,4,2,0
1052,4,13,1,1,3,8,3,13,3,1,2
1053,1,4,1,5,3,9,2,2,3,3,0
1054,3,9,1,2,1,9,1,10,3,3,1
1055,1,3,4,5,2,1,4,9,4,4,0
1056,3,11,3,6,3,4,1,5,2,2,0
1057,3,3,4,13,1,5,1,11,1,3,1
1058,3,4,3,7,3,11,2,4,3,2,1
1059,4,1,1,10,3,2,4,8,1,12,0
1060,3,1,3,9,2,10,1,8,3,8,1
1061,1,2,4,10,4,11,2,8,4,6,0
1062,1,8,1,5,4,10,3,2,4,1,0
1063,3,8,2,7,3,9,1,6,2,5,4
1064,4,8,3,1,2,5,4,4,4,10,0
1065,1,10,2,12,1,2,1,11,3,3,0
1066,3,1,2,5,2,3,3,4,3,5,1
1067,2,9,2,13,3,11,2,6,2,11,1
1068,4,13,1,12,4,11,2,11,1,6,1
1069,3,9,3,7,3,13,1,12,3,5,0
1070,2,7,4,8,3,5,3,1,1,5,1
1071,3,1,3,10,4,8,3,6,1,3,0
1072,2,8,3,6,2,7,4,7,2,1,1
1073,3,7,4,11,1,9,4,3,4,12,0
1074,3,9,2,9,1,6,1,3,2,5,1
1075,2,11,4,9,2,7,3,2,3,4,0
1076,2,10,4,6,4,8,3,8,3,9,1
1077,1,4,4,13,2,7,4,11,3,9,0
1078,3,6,2,7,2,1,4,4,4,1,1
1079,2,7,1,4,2,1,4,7,4,10,1
1080,2,4,1,4,2,7,3,1,1,13,1
1081,1,2,2,6,4,2,3,2,2,8,3
1082,3,4,4,11,3,8,3,6,1,2,0
1083,4,1,1,6,3,5,4,13,4,5,1
1084,4,3,3,10,1,13,4,6,3,11,0
1085,3,3,3,8,1,1,2,4,3,10,0
1086,4,5,2,7,1,11,3,9,4,1,0
1087,4,4,4,12,4,1,3,1,1,13,1
1088,3,7,4,2,3,9,2,11,3,2,1
1089,1,7,2,13,2,12,2,5,4,10,0
1090,4,3,4,13,1,13,4,12,3,6,1
1091,2,4,1,13,3,9,4,6,3,8,0
1092,4,1,4,13,3,7,2,6,1,11,0
1093,4,1,1,2,2,7,4,7,4,2,2
1094,3,8,4,10,2,12,1,4,3,2,0
1095,2,4,4,8,2,13,1,7,1,10,0
1096,2,6,2,7,4,10,3,2,2,10,1
1097,3,1,1,8,4,8,4,5,2,3,1
1098,4,10,4,3,1,5,2,3,2,9,1
1099,4,7,3,5,4,5,1,3,3,8,1
1100,3,2,2,11,3,11,4,10,4,8,1
1101,1,10,3,7,2,2,2,8,3,11,0
1102,2,2,2,13,3,13,3,1,3,11,1
1103,4,2,2,10,1,6,3,1,4,5,0
1104,1,4,1,10,2,3,3,9,1,7,0
1105,3,3,2,12,1,4,1,10,4,2,0
1106,3,2,4,7,3,7,1,7,1,1,3
1107,3,4,1,8,2,12,1,11,4,7,0
1108,4,3,3,7,2,6,1,4,3,1,0
1109,2,9,1,9,4,6,2,13,3,5,1
1110,3,5,2,13,4,12,1,13,1,1,1
1111,4,11,3,4,3,6,2,12,1,13,0
1112,1,13,4,1,4,8,4,7,4,4,0
1113,4,13,1,8,2,5,1,3,3,10,0
1114,2,2,1,11,4,12,1,10,2,1,0
1115,4,7,2,2,3,5,1,9,2,8,0
1116,3,13,3,3,3,10,2,9,1,8,0
1117,1,2,1,6,2,1,2,8,2,3,0
1118,2,9,4,7,3,9,2,13,2,6,1
1119,1,11,4,7,1,9,1,2,4,5,0
1120,4,13,4,8,3,10,1,7,3,11,0
1121,1,3,4,10,4,9,1,10,4,5,1
1122,2,7,3,13,2,9,3,8,2,2,0
1123,2,8,4,2,2,4,1,10,3,7,0
1124,2,1,1,10,2,10,3,6,4,7,1
1125,1,5,1,6,1,1,2,13,3,13,1
1126,4,1,4,7,4,8,3,12,1,3,0
1127,1,5,4,11,4,5,4,1,2,8,1
1128,4,5,3,3,1,10,4,8,3,13,0
1129,2,3,1,13,1,10,3,2,2,10,1
1130,4,4,4,7,1,11,4,11,4,13,1
1131,1,6,4,1,4,12,3,12,1,8,1
1132,2,6,3,3,4,5,2,7,1,8,0
1133,1,9,3,11,1,11,3,3,1,7,1
1134,2,12,3,10,2,13,2,3,4,4,0
1135,3,1,1,6,4,11,3,3,4,6,1
1136,2,13,4,9,1,12,2,11,1,6,0
1137,1,3,4,9,2,10,4,1,1,4,0
1138,4,13,1,2,2,8,3,2,4,9,1
1139,2,11,4,1,2,13,4,4,1,11,1
1140,2,10,2,5,4,7,1,12,4,4,0
1141,1,13,1,10,4,9,3,12,4,7,0
1142,3,6,3,4,2,13,4,10,2,10,1
1143,2,11,4,10,4,7,2,1,3,5,0
1144,4,9,3,7,1,9,4,6,2,7,2
1145,2,8,1,3,2,5,1,10,3,3,1
1146,2,5,3,6,3,5,4,6,1,9,2
1147,4,2,1,5,4,6,1,8,1,3,0
1148,4,13,2,2,1,3,3,9,4,2,1
1149,4,10,2,7,3,8,3,6,4,3,0
1150,2,6,4,8,3,10,2,9,2,10,1
1151,2,9,1,10,4,3,2,13,2,11,0
1152,2,11,2,7,4,13,2,8,1,1,0
1153,4,7,4,8,1,5,1,4,1,1,0
1154,1,9,3,5,2,2,2,3,4,4,0
