age,job,marital,education,default,balance,housing-loan,personal-loan,current-campaign,previous-campaign,subscribed
52,self-employed,single,primary,no,217,no,yes,6,0,no
42,self-employed,divorced,tertiary,no,360,yes,no,5,0,no
41,blue-collar,single,secondary,no,428,yes,no,1,0,no
30,blue-collar,single,secondary,no,315,no,no,1,0,yes
38,blue-collar,married,secondary,no,121,yes,yes,1,2,no
32,management,married,tertiary,no,820,yes,no,3,0,no
52,technician,married,secondary,no,195,yes,no,1,5,yes
48,management,divorced,tertiary,no,108,yes,no,2,0,no
36,management,married,tertiary,no,-381,yes,no,29,0,no
45,unemployed,divorced,primary,no,757,no,no,1,4,no
34,technician,married,tertiary,no,691,yes,yes,1,0,no
36,blue-collar,married,primary,no,1925,yes,no,2,0,yes
34,management,married,tertiary,no,902,yes,no,1,2,no
61,retired,married,secondary,no,5207,no,no,1,2,no
54,services,married,secondary,no,0,no,no,1,0,no
50,entrepreneur,married,secondary,no,665,no,no,1,0,no
43,admin.,divorced,secondary,no,738,yes,no,4,4,no
47,blue-collar,married,primary,no,233,no,no,3,0,no
45,services,married,secondary,no,-839,yes,no,1,0,no
57,retired,married,primary,no,5799,no,no,1,0,no
27,admin.,married,secondary,no,1033,yes,no,1,0,no
49,unemployed,divorced,secondary,no,66,no,no,3,0,no
43,services,married,primary,no,2567,yes,no,1,2,no
40,management,married,tertiary,no,1584,yes,no,1,0,no
32,services,single,secondary,no,182,yes,no,1,0,no
58,management,married,primary,no,76,yes,no,4,0,no
34,admin.,single,secondary,no,663,yes,no,1,0,no
46,technician,divorced,secondary,no,3455,yes,no,2,0,no
29,blue-collar,married,secondary,no,15,no,no,1,0,no
52,blue-collar,married,primary,no,1054,no,no,1,0,no
45,management,married,tertiary,no,1529,no,no,1,0,no
26,management,single,secondary,no,63,no,no,4,0,no
40,technician,married,tertiary,no,0,no,no,1,0,no
41,admin.,married,secondary,no,920,yes,yes,1,0,no
47,admin.,single,secondary,no,3696,no,no,2,4,yes
27,technician,single,unknown,no,59,no,no,4,0,no
27,services,married,secondary,no,0,yes,no,13,0,no
48,blue-collar,married,secondary,no,157,yes,no,1,0,no
49,admin.,married,secondary,no,2465,no,no,3,0,no
35,blue-collar,married,primary,no,0,yes,no,6,0,no
47,self-employed,married,secondary,yes,2,no,no,2,0,no
54,management,married,tertiary,no,0,no,no,5,0,no
39,management,single,tertiary,no,12437,no,no,1,0,no
28,student,single,secondary,no,378,yes,no,1,0,no
54,blue-collar,married,primary,no,211,no,no,2,0,no
34,technician,married,secondary,no,-228,yes,no,3,3,no
63,retired,married,secondary,no,2747,no,no,1,1,no
42,self-employed,married,tertiary,no,1932,yes,no,32,0,no
43,technician,single,secondary,no,11269,no,no,1,0,no
37,admin.,married,secondary,no,1314,yes,no,2,7,no
55,blue-collar,married,primary,no,2275,no,no,9,0,no
43,management,single,tertiary,no,1304,no,no,2,0,yes
41,blue-collar,married,secondary,yes,720,no,yes,1,0,yes
47,technician,divorced,secondary,no,2914,yes,no,13,0,no
34,technician,married,secondary,no,1464,yes,no,1,0,no
28,student,single,secondary,no,11555,no,no,2,0,no
36,services,married,secondary,no,-302,yes,no,2,0,no
50,technician,married,secondary,no,2497,yes,no,1,1,no
35,blue-collar,married,secondary,no,-339,yes,no,2,0,no
40,technician,married,secondary,no,56,yes,yes,1,1,no
26,self-employed,single,tertiary,no,211,no,no,3,0,no
36,management,divorced,tertiary,no,3611,yes,no,3,0,no
59,unemployed,married,primary,no,0,no,no,2,0,no
28,student,single,secondary,no,459,no,no,13,0,no
46,entrepreneur,married,unknown,no,242,yes,no,2,0,no
50,self-employed,married,secondary,no,1138,no,no,10,0,no
53,management,married,tertiary,no,1319,yes,no,1,1,no
81,retired,married,secondary,no,1,no,no,5,0,no
35,services,divorced,secondary,no,67,yes,no,2,0,no
58,retired,married,unknown,no,937,no,no,1,0,no
44,services,married,secondary,no,0,yes,yes,1,0,no
38,management,married,tertiary,no,-558,yes,no,1,0,no
49,blue-collar,married,secondary,no,171,no,no,3,2,no
33,technician,single,tertiary,no,696,no,yes,1,8,no
29,management,married,tertiary,no,361,yes,yes,3,0,no
28,technician,single,secondary,no,227,no,no,1,0,yes
31,admin.,married,secondary,no,236,yes,yes,3,0,no
33,management,single,tertiary,no,-53,no,no,2,0,no
52,technician,married,secondary,no,192,yes,no,2,0,no
43,management,divorced,tertiary,no,38,yes,no,6,0,no
32,self-employed,single,secondary,no,518,yes,no,7,0,no
36,self-employed,married,tertiary,no,16,yes,yes,4,0,no
41,blue-collar,married,secondary,no,-256,yes,no,2,0,no
43,blue-collar,married,secondary,no,105,no,yes,2,0,no
45,self-employed,married,tertiary,no,334,no,no,2,0,no
39,technician,married,secondary,no,1048,no,yes,1,0,no
41,services,married,secondary,no,108,yes,yes,7,0,no
31,technician,married,secondary,no,660,no,no,1,0,no
37,unemployed,single,tertiary,yes,0,yes,no,1,0,no
28,entrepreneur,married,unknown,no,1034,no,no,1,0,no
47,housemaid,married,primary,no,201,yes,no,2,1,no
37,housemaid,married,primary,no,189,no,no,4,0,no
60,retired,divorced,unknown,no,-49,yes,no,1,2,no
43,technician,divorced,secondary,no,1413,yes,no,3,0,no
58,retired,divorced,tertiary,no,264,yes,yes,3,0,no
52,entrepreneur,married,tertiary,no,54,yes,yes,1,0,no
50,blue-collar,married,primary,no,12519,yes,no,2,4,no
32,services,single,secondary,no,2881,no,no,1,0,yes
42,blue-collar,married,primary,no,0,yes,no,1,0,no
31,admin.,married,secondary,no,88,yes,yes,2,0,no
28,blue-collar,married,secondary,no,1020,yes,no,1,0,no
36,technician,divorced,tertiary,no,119,no,no,8,0,no
51,unemployed,single,tertiary,no,1594,no,no,1,0,no
46,technician,married,tertiary,no,342,yes,yes,1,0,no
50,services,single,secondary,no,72,no,no,2,0,no
32,blue-collar,married,secondary,no,14,yes,no,1,0,no
26,entrepreneur,single,tertiary,no,81,no,no,3,0,no
41,self-employed,married,tertiary,no,231,no,no,2,0,yes
39,technician,married,tertiary,no,1161,yes,no,1,1,no
31,blue-collar,married,secondary,no,-45,yes,no,1,0,no
28,management,single,tertiary,no,231,yes,yes,2,0,no
31,management,single,secondary,no,36,no,no,2,0,no
30,technician,married,tertiary,no,1570,yes,no,1,0,no
35,technician,married,tertiary,no,7050,no,no,3,4,yes
33,blue-collar,married,primary,no,3704,yes,no,2,0,no
30,technician,single,tertiary,no,6619,yes,no,8,0,no
32,blue-collar,single,secondary,no,-84,yes,no,1,0,no
40,management,single,tertiary,no,1509,no,no,1,3,no
31,self-employed,married,tertiary,no,1134,no,no,2,0,no
36,technician,married,secondary,no,146,yes,yes,2,0,no
33,management,single,tertiary,no,9449,yes,no,1,0,no
57,retired,married,secondary,no,374,yes,yes,1,0,no
45,technician,married,secondary,no,88,no,no,2,0,no
59,management,married,tertiary,no,2764,no,no,1,2,no
30,management,single,tertiary,no,2,yes,yes,8,0,yes
33,technician,married,tertiary,no,8023,no,no,1,3,no
52,blue-collar,married,secondary,no,289,yes,no,13,0,no
83,retired,married,secondary,no,0,no,no,10,0,no
58,self-employed,divorced,tertiary,no,1382,no,no,1,0,yes
33,management,divorced,tertiary,yes,280,no,yes,1,0,no
41,blue-collar,divorced,primary,no,2195,yes,no,5,0,no
31,self-employed,married,secondary,no,33,no,no,4,0,no
35,blue-collar,divorced,secondary,no,275,no,yes,5,0,no
27,management,single,tertiary,no,703,yes,no,3,0,yes
57,admin.,divorced,unknown,no,887,no,no,8,0,no
56,unknown,married,unknown,no,0,no,no,2,0,no
53,admin.,single,secondary,no,1178,yes,no,2,0,no
39,management,married,tertiary,no,2763,yes,no,2,0,yes
32,entrepreneur,single,tertiary,no,890,yes,yes,10,0,no
46,self-employed,married,secondary,no,548,no,no,4,0,yes
56,technician,married,tertiary,no,272,no,no,2,0,no
46,management,divorced,tertiary,no,6269,yes,no,3,2,no
29,entrepreneur,married,secondary,no,178,yes,no,4,0,no
60,management,married,primary,no,252,yes,yes,2,3,no
33,housemaid,single,tertiary,no,23663,yes,no,2,2,no
27,entrepreneur,single,tertiary,no,81,no,no,1,3,no
50,self-employed,divorced,tertiary,no,59,yes,no,2,0,no
45,services,married,secondary,no,1343,no,yes,1,0,no
58,retired,married,secondary,no,225,no,no,6,0,no
59,retired,married,primary,no,0,yes,no,7,0,no
58,retired,divorced,primary,no,2538,yes,no,6,0,no
64,retired,married,primary,no,43,no,no,1,1,no
47,technician,married,secondary,no,57,no,no,1,1,no
40,management,married,tertiary,no,-117,yes,no,2,0,no
36,technician,divorced,secondary,no,666,yes,yes,1,1,no
28,management,single,tertiary,no,0,yes,no,5,0,yes
38,technician,single,tertiary,no,25,yes,no,2,0,yes
53,entrepreneur,married,primary,no,1034,yes,no,2,3,no
46,blue-collar,single,secondary,no,324,yes,no,6,0,no
54,technician,married,secondary,no,0,no,no,1,8,no
32,management,married,tertiary,no,0,no,no,1,0,no
55,management,married,primary,no,621,no,yes,1,1,no
55,retired,divorced,secondary,no,138,no,no,1,0,no
56,technician,married,secondary,no,4063,no,yes,4,0,no
40,blue-collar,married,secondary,no,11084,no,no,1,0,no
44,technician,married,secondary,no,310,yes,no,1,1,no
32,entrepreneur,married,unknown,no,73,yes,no,1,1,no
33,management,married,tertiary,no,1808,yes,no,4,0,no
41,unemployed,divorced,secondary,no,1281,no,no,3,0,no
37,technician,married,secondary,no,64,yes,no,4,2,no
58,management,single,tertiary,no,2,yes,no,3,0,no
52,blue-collar,married,secondary,no,60,no,yes,2,0,no
49,services,single,secondary,no,133,no,no,6,0,no
44,housemaid,married,primary,no,3706,no,no,3,0,no
28,admin.,single,unknown,no,174,no,no,1,0,no
31,technician,married,secondary,no,251,no,yes,2,0,no
37,self-employed,married,secondary,no,4153,yes,no,16,0,no
30,technician,single,tertiary,no,985,yes,no,2,0,no
28,services,single,secondary,no,168,no,no,3,2,yes
46,services,married,secondary,no,1550,yes,no,2,8,no
47,management,married,tertiary,no,7708,yes,no,5,0,no
35,blue-collar,married,primary,no,-12,yes,no,5,0,no
80,management,married,primary,no,6483,no,no,1,0,no
30,technician,single,tertiary,no,60,yes,yes,5,0,no
55,technician,single,secondary,no,3339,yes,no,1,0,no
22,student,single,tertiary,no,1161,no,yes,1,0,no
33,blue-collar,single,primary,no,599,yes,no,1,0,no
53,entrepreneur,married,unknown,no,28,no,no,2,0,no
49,management,married,tertiary,no,1430,no,no,2,0,no
51,retired,married,secondary,no,35,no,yes,4,0,no
41,self-employed,married,tertiary,no,6000,yes,no,1,0,no
34,technician,married,secondary,no,0,yes,no,1,0,no
36,blue-collar,single,secondary,no,340,no,yes,3,0,no
35,entrepreneur,married,tertiary,no,0,no,no,1,4,no
29,services,married,secondary,no,3,yes,no,1,0,no
40,technician,single,tertiary,no,445,yes,no,1,0,no
32,management,divorced,tertiary,no,874,no,no,6,0,yes
48,blue-collar,married,secondary,no,705,no,no,2,0,no
59,retired,married,unknown,no,1033,no,no,1,0,yes
35,self-employed,divorced,tertiary,no,1354,yes,no,2,0,yes
33,technician,single,tertiary,no,123,no,no,1,0,no
55,retired,married,primary,no,8894,no,no,1,0,no
41,blue-collar,married,secondary,no,429,yes,no,1,0,no
42,housemaid,married,primary,no,14752,no,no,2,0,no
46,blue-collar,married,primary,no,67,no,no,1,0,no
35,housemaid,divorced,secondary,no,39,no,no,2,0,no
28,technician,single,tertiary,no,102,no,no,2,0,no
25,student,single,secondary,no,1790,no,no,1,3,no
56,management,single,tertiary,no,15311,no,no,6,0,no
30,admin.,single,secondary,no,-635,no,no,1,0,no
45,blue-collar,married,secondary,no,115,no,no,4,0,no
40,management,married,tertiary,no,10786,no,no,3,0,no
40,blue-collar,married,secondary,no,498,yes,no,2,4,no
39,blue-collar,married,secondary,no,1045,yes,yes,13,0,no
48,entrepreneur,married,tertiary,no,810,no,no,1,0,no
31,technician,single,tertiary,no,-162,yes,no,1,0,no
32,management,married,tertiary,no,55,no,no,3,0,no
34,services,married,secondary,no,586,yes,yes,2,0,no
26,technician,single,secondary,no,455,no,no,1,8,no
31,management,married,tertiary,no,1010,yes,no,3,9,no
37,management,single,tertiary,no,509,yes,no,1,0,no
29,student,single,unknown,no,2929,no,no,1,0,no
57,technician,married,secondary,no,3071,yes,yes,3,0,no
47,management,single,tertiary,no,153,yes,no,2,0,no
38,self-employed,single,secondary,no,1146,yes,no,2,0,no
48,blue-collar,married,primary,no,1092,no,yes,1,8,no
50,management,married,tertiary,no,3463,no,yes,1,0,yes
33,admin.,married,secondary,no,1158,yes,no,2,0,no
28,admin.,single,secondary,no,26,yes,no,2,0,no
30,services,single,secondary,no,566,no,no,1,0,no
52,technician,divorced,secondary,no,204,no,no,2,0,no
36,technician,married,secondary,no,480,no,no,1,0,yes
36,technician,single,secondary,no,1855,yes,no,1,1,no
46,services,married,secondary,no,1034,no,no,2,0,no
57,management,married,tertiary,no,3250,no,no,3,0,no
28,management,single,secondary,no,1633,no,no,1,0,yes
46,services,married,secondary,no,0,yes,no,1,1,no
55,retired,married,primary,no,3334,no,no,4,0,yes
33,management,married,tertiary,no,4020,yes,yes,1,0,no
53,management,married,secondary,no,66,no,yes,1,0,no
41,technician,single,secondary,no,-41,yes,yes,1,0,no
60,blue-collar,married,secondary,no,322,yes,no,1,0,no
35,entrepreneur,married,primary,no,2643,no,yes,1,0,no
43,blue-collar,divorced,primary,no,49,yes,no,1,0,no
57,admin.,divorced,primary,no,1,no,no,10,0,no
46,admin.,married,secondary,no,3098,yes,no,9,0,no
31,blue-collar,married,primary,no,352,yes,no,9,0,no
53,technician,married,secondary,no,65,no,no,2,0,no
35,blue-collar,married,secondary,no,1949,yes,no,3,0,no
32,admin.,single,secondary,no,739,yes,no,3,0,no
48,management,married,tertiary,no,1167,yes,yes,1,0,yes
50,admin.,married,secondary,no,231,yes,no,2,0,no
40,blue-collar,married,primary,no,1136,yes,no,1,0,no
42,entrepreneur,married,tertiary,no,233,no,no,1,0,no
59,admin.,married,secondary,no,817,no,no,1,0,no
27,blue-collar,single,primary,no,1128,yes,no,4,0,no
32,management,single,tertiary,no,1831,yes,no,2,0,no
35,technician,single,secondary,no,450,yes,no,1,0,no
28,services,married,secondary,no,0,yes,no,2,8,no
37,management,divorced,secondary,no,414,no,no,2,4,no
57,management,married,primary,no,1052,yes,no,4,0,no
42,admin.,single,secondary,no,1022,yes,no,2,0,no
55,admin.,married,primary,no,343,yes,no,3,0,no
52,management,married,tertiary,no,1944,yes,no,3,2,no
26,blue-collar,single,secondary,no,-32,yes,yes,6,0,no
52,technician,married,secondary,no,1781,yes,no,2,0,no
26,management,single,tertiary,no,350,no,no,1,0,no
33,unemployed,married,secondary,no,2,yes,no,1,0,no
24,blue-collar,single,primary,no,111,yes,yes,4,0,no
37,management,divorced,tertiary,no,168,yes,no,1,0,no
28,technician,single,secondary,no,3,no,no,8,6,no
30,technician,single,secondary,no,102,yes,no,2,0,no
33,blue-collar,married,primary,no,0,yes,no,1,0,no
55,unknown,married,primary,no,159,no,no,1,0,no
33,blue-collar,married,secondary,no,1134,yes,no,2,0,no
42,blue-collar,married,secondary,no,352,yes,no,3,0,no
37,management,married,tertiary,no,865,yes,no,1,0,no
59,blue-collar,married,primary,no,179,yes,no,3,0,no
27,blue-collar,single,secondary,no,5,yes,no,3,0,no
23,student,married,tertiary,yes,-230,yes,no,2,0,no
51,management,divorced,tertiary,no,0,no,no,2,0,no
50,blue-collar,married,primary,no,3924,yes,no,2,0,no
43,technician,married,secondary,no,764,yes,no,5,0,no
37,blue-collar,divorced,primary,no,511,yes,no,1,0,no
34,management,single,tertiary,no,4348,yes,no,8,0,no
41,management,married,tertiary,no,3016,yes,no,3,0,no
26,student,single,secondary,no,279,no,no,3,0,no
49,management,divorced,tertiary,no,1405,no,no,1,0,no
29,blue-collar,single,secondary,no,908,yes,no,1,0,yes
30,management,single,tertiary,no,162,yes,no,4,0,no
38,services,divorced,secondary,no,792,no,no,1,0,no
58,management,married,secondary,no,111,no,no,2,0,no
34,student,single,unknown,no,1281,no,no,1,1,no
53,services,divorced,unknown,no,1012,yes,no,2,0,no
50,management,married,tertiary,no,2881,no,no,2,5,no
30,blue-collar,single,secondary,no,445,yes,no,1,2,no
40,management,married,secondary,no,643,yes,no,2,1,no
57,housemaid,single,secondary,no,254,no,no,1,0,no
40,management,married,tertiary,no,-1212,yes,no,2,18,no
41,technician,married,secondary,no,2125,yes,yes,3,4,no
53,technician,divorced,unknown,no,629,yes,no,1,0,no
48,blue-collar,married,secondary,no,-202,yes,yes,4,0,no
32,technician,single,secondary,no,271,yes,no,2,2,no
34,management,married,tertiary,no,703,yes,no,1,0,yes
46,blue-collar,married,secondary,no,-216,yes,no,3,0,no
45,services,divorced,secondary,no,88,no,yes,1,0,no
51,admin.,single,tertiary,no,16,yes,no,1,0,no
31,management,married,secondary,no,466,yes,no,1,0,no
47,technician,married,secondary,no,-75,yes,no,1,1,no
32,blue-collar,married,secondary,no,456,no,no,1,0,no
41,technician,married,secondary,no,77,yes,no,1,0,no
37,services,single,secondary,no,-244,no,no,1,0,no
27,blue-collar,single,primary,no,1209,no,no,1,0,no
27,services,married,secondary,no,58,yes,no,1,2,no
50,management,married,secondary,yes,421,no,no,5,0,no
31,management,single,tertiary,no,112,yes,no,2,1,no
40,self-employed,married,tertiary,no,13669,no,no,1,8,no
43,management,married,tertiary,no,1429,yes,no,1,2,yes
39,technician,married,tertiary,no,794,no,no,1,0,no
31,entrepreneur,single,tertiary,no,1957,no,no,3,0,no
48,technician,married,secondary,no,454,yes,no,1,0,no
32,blue-collar,single,primary,no,882,no,yes,8,0,no
47,unemployed,married,primary,no,168,yes,no,1,1,no
35,management,single,tertiary,no,714,yes,no,22,0,no
42,management,single,tertiary,no,0,no,no,1,0,no
47,blue-collar,married,secondary,no,1996,no,no,2,0,yes
59,retired,married,secondary,no,163,no,no,1,0,no
38,admin.,married,secondary,no,3190,yes,no,2,0,no
50,unemployed,married,secondary,no,1772,no,no,4,0,no
27,services,single,secondary,no,-151,no,no,2,0,no
55,housemaid,married,primary,no,16,no,no,1,0,no
39,services,single,secondary,no,7066,yes,no,3,3,yes
31,technician,single,tertiary,no,454,no,no,3,0,no
37,entrepreneur,married,tertiary,no,4798,yes,no,2,0,no
28,technician,single,secondary,yes,-298,yes,no,7,0,no
42,technician,married,secondary,no,439,no,no,2,0,no
40,services,divorced,secondary,no,1927,yes,no,1,0,no
59,management,single,secondary,no,671,yes,yes,2,5,no
40,services,single,secondary,no,65,yes,no,3,0,no
43,technician,married,secondary,no,-932,yes,no,1,0,no
38,technician,single,secondary,no,4366,yes,no,2,0,no
54,retired,married,primary,no,0,yes,no,2,0,no
41,blue-collar,married,secondary,no,4900,yes,no,2,0,no
55,housemaid,divorced,primary,no,976,no,no,1,3,yes
33,management,married,tertiary,no,148,no,no,1,0,no
