pagename,review,rating
Alturki,مطعم جيد الخدمة. وأسعار جيدة. وموقع لا بأس فيه,4
Alturki,شاورما تركية لذيذة,5
Alturki,مطعم رائع وراقي طعام جيد خدمه ٥ نجوم لا تعليق على هذا المطعم,5
Alturki,مطعم جيد الخدمة. وأسعار جيدة. وموقع لا بأس فيه,4
Alturki,شاورما تركية لذيذة,5
Alturki,حيث اللقمة الشهية,5
Go Tango,جيد خمسة نجوم,5
Go Tango,اجواء عائلية مريحة طعام لذيذة خدمة جيدة,5
Go Tango,من اطيب مطاعم بيروت بس غالي شوي,5
Go Tango,جيد,5
Go Tango,طعم روعة,5
Go Tango,روعه,5
Go Tango,رائع,4
BBQ house,طعام لذيذ خدمة ممتازة لم اتوقع هذه الجودة بالمنطقة المحيطة بالمكان انصح جميع الشباب لتجربة الهمبرغر والفيليه أسعار ممتازة,5
BBQ house,مطعم رائع خدم سرعة دلفير سرعة نشكر فريق العمل,5
BBQ house,انهو مطعم رائعا و دلفير سريع نشكر فريق العمل,5
BBQ house,طلعلي كرتونه بالساندويش ....ولما خبرت المدير ما كان عندو مشكله,2
BBQ house,مشاوي وسندويشات طيبة,5
Farrouj Alabdallah,مطعم رائع جدااا والاكل اطيب عند العبدالله,5
Farrouj Alabdallah,مميز والخدمة تستحق الاحترام,5
Farrouj Alabdallah,طعم ونظافة وامان فروج العبدلله رائع اتمنا لكم التوفيق والاستمرار بنجاح,4
Farrouj Alabdallah,ممتاز,5
Farrouj Alabdallah,شي فاخر ع الاخر,3
Farrouj Alabdallah,طعم لذيذ,2
Farrouj Alabdallah,لذيذ,4
Farrouj Alabdallah,لا اعلم عنه شيئ,1
Farrouj Alabdallah,جيد,5
Farrouj Alabdallah,طيبين,5
Pizza Pizza,انهو مكان رئع و يمكجن التسوق فيه,3
Pizza Pizza,طعمه البيتزا الايطاليه الاصليه,5
Pizza Pizza,جلسة هادءة جو مريح نظافة تامة خدمة ممتاذة,4
Pizza Pizza,اكثر من رائع,5
Pizza Pizza,جيد,3
Pizza Pizza,عمل,5
Pizzanini,انه رائع,5
Pizzanini,كتيررررررررر حلوووووووو والاكل طيب كتيررررررر😘😘😘😘😘😘😘,5
Lord Burger,لذيييييذ جدا ومميز طعم الجين وافلفل الاحمر ميزه عن باقي البرقرات,5
Lord Burger,لذيذ جدا .....,5
Lord Burger,اسم على مسمى,5
Lord Burger,لاباس به,3
Lord Burger,أنه جميل جدا وفيه خدمة ممتازة,5
Lord Burger,ممتاز,5
Lord Burger,اطيب شي الفهتا عندو,2
Lord Burger,طيب كتير,5
Lord Burger,مش غالي,5
Lord Burger,لوووووووووووووووورد,5
Lord Burger,بس غالي,3
Lord Burger,سيءة,1
Srwr Lebanon Restaurant,لذيذ جدا,5
Srwr Lebanon Restaurant,طيب,5
Srwr Lebanon Restaurant,اطيب شاورما واطيب فلافل واطيب سندويشات عند مطعم سرور,5
Kanana Restaurant,لم يعجبني اكلة,2
Kanana Restaurant,مكان العمل,5
Kanana Restaurant,"المطعم هو مكان تقدم فيه المأكولات والمشروبات للزبائن. تم تشغيل المطاعم في بداية الأمر على جوانب طرق السفر ليتمكن المسافرون من التوقف للراحة واستعادة حيويتهم. أما اليوم فإن المطاعم تكاد تكون في كل مكان في الشوارع الهادئة والطرق المزدحمة، وفيالفنادق والمطارات ومحطات الحافلات والقطارات، وكذلك في المتنزهات والمباني التي تضم المكاتب وفي مراكز التسوق. تشكل المطاعم الجزء الأكبر في صناعة خدمة الطعام. وتشكل المحلات التي تقدم الطعام للناس خارج بيوتهم جزءا من هذه الصناعة، بما فيها المدارس والمستشفيات والمصانع والسجون. مطعم لبناني اصيل تاسس بعد خبرة اكثر من ثلاثون سنة في البلدان العربية.يحرص المطعم على مراعاة بنود الصحة العامة ويختص بالاكل الشرقي واللبناني،كما يقدم المشاوي واللحوم النيئة الطازجة.يتعهد المناسبات الخاصة والحفلات عبر اتفاقيات مسبقة.",4
Kanana Restaurant,مطعم غالي جدا,1
Kanana Restaurant,لم يعجبني اكلة,2
Kanana Restaurant,مكان العمل,5
Kanana Restaurant,اكل لزيز ,2
Kanana Restaurant,لاني اعمل به😄,5
Family House Restaurant,جميل جدا,5
Family House Restaurant,ممتاز,5
Family House Restaurant,مكان جيد للاطفال,5
Family House Restaurant,جلسة ولا اروع مع خدمة خمس نجوم وانصح الأصدقاء بالحضور الي المطعم,5
Family House Restaurant,مطعم راقي وممتاز,4
Family House Restaurant,اشك في انه مطعم !!,1
Family House Restaurant,هو عبارة عن مطعم 🍴 صالة داخلية وصالة خارجية ويوجد مكان لترفيه الاولاد ويحتوي على مسبح شتوي من الدرجة الجيدة فيه موقف سيارات,5
Family House Restaurant,رائع وجميل بس غالٍ جداً ذهبت إليه اكتر من مرة 👍👍👍👍🖒🖒🖒🖒🖒,5
Family House Restaurant,جميل جدا,5
Family House Restaurant,ممتاز,5
Kebab Restaurant,اطيب سندويش لحم مشوي واللحم حلال,5
Pain Du Monde Beirut,نظيف ومرتب وأكله رائع,5
Pain Du Monde Beirut,تلم,5
Pain Du Monde Beirut,مريح نظيف غير رسمي تعجبني اطلالته,1
Pain Du Monde Beirut,تمام,5
Pain Du Monde Beirut,نظيف ومرتب وأكله رائع,5
Pain Du Monde Beirut,تلم,5
Pain Du Monde Beirut,بشكل عام جيد,3
Hashim Restaurant,ممتاز,5
Hashim Restaurant,رائع,5
Hashim Restaurant,روعة,5
Hashim Restaurant,رائع ,5
Liza,ديكورات المطعم حلوه بس الاكل فااااشل كانت صدمة لنا توقعنا الافضل 👎👎,4
Liza,مطعم بيجنن والمعاملة كتير حلوة ومريح كتير والاكل اطيب واطيب وسريع,5
Liza,رائع,3
Liza,مطعم وسهرة رائعة,4
Liza,ممتاز,5
Abd Alwahhab Restaurant,كتير حلو ومرتب,4
Abd Alwahhab Restaurant,مطعم راقي والاكل طيب والعآملين روعه بالاستقبال نظيف له لمسه لبناني رائعه انصح الذهاب اليه للعائله والافراد....كابتن سعد,4
Abd Alwahhab Restaurant,احب ذللك المحل,5
Abd Alwahhab Restaurant,انهو جميل وحلو,5
Abd Alwahhab Restaurant,اطعمة لذيدة,5
Parilla Snack,جميل,5
Parilla Snack,رائهه,4
Parilla Snack,مطعم يحضر مأكولات لذيذه,4
Parilla Snack,لذيذ ونظافه,4
Parilla Snack,منيح,3
Parilla Snack,جميل,5
Parilla Snack,رائهه,4
Pizza Hut,خدمه ممتازه,5
Pizza Hut,جميلة,5
Pizza Hut,جيدة,5
L'Autre+Bistro,جميل,5
L'Autre+Bistro,رائع,5
Fakhry Broasted Grill,لقمه طيبه,4
Onno Badaro,ظريف جدا تنظيم وعرض,5
Lody's,مطعم لوديز ممتاز مناسب للعائلات,5
Lody's,غلوجي حرامي ابن حرام مفكر حالو roadster's,1
Lody's,طعام لذيذ ورائع,5
Lody's,طعام جيد,3
Lody's,كان المكان هادئ وجميل,2
Lody's,طعام جيد,3
Lody's,رائعه جدا جدا,5
Mayrig Beirut,مميز .. من جميع النواحي,5
Mayrig Beirut,مطعم مايرق الأرمني يقدم وجبات أرمنية تقليدية بمستوى عال جداً من جودة المواد الأولية ولذة الأكل. أنصح كل من يحب تجربة المطبخ الأرمني أن يزور مايرق والمياس أيضاً,5
Mayrig Beirut,ممممم,5
Mayrig Beirut,جيد,3
Mayrig Beirut,احل. شي ,5
Mayrig Beirut,شوبدي كتب,4
Nasma City Centre Beirut,مذاق رائع وجلوس رائع ومعامله لطيفه وجميله ونظافه ممتازه,5
Nasma City Centre Beirut,مكان جميل هادئ والخدمة ممتازة والطعام لذيذ ةالأركيلة جدا ممتازة,1
Nasma City Centre Beirut,Worse place ever. 7500LL coffee made from a Nescafe packet. What a rip off. فنجان قهوة من ظرف نسكافيه ب7500ل.ل. عيب.,1
Nasma City Centre Beirut,جيد جدا,4
Nasma City Centre Beirut,احلى مكان,5
Tamees Restaurant,مطعم للعامة مقبول طعامه جيد,3
Tamees Restaurant,مطعم عنجد بعقد و كتيير طيب و خدمة بتجنن❤,5
Tamees Restaurant,خدمة نجمة واحدة,1
Al Falamanki,) ممتاز و يفتح ٢٤ ساعة و قعدات رايقة,4
Al Falamanki,"فلمنكي الأشرفية جميل واكله لذيذ ومزدحم عادةً ولا يغلق ابداً وهذي ميزة جميلة فيه لانه يكون خيار لكثير من زوار بيروت عشاق الليل ، ارقيلتهم جميلة خدمتهم رائعة .. عيبه الوحيد ان اثاثه قديم جداً ومتهالك وبحاجة لـ التجديد فلمنكي الروشة راقي وانيق وموقعة عظيييم جداً ، واكلة لذيذ كذلك يغلق عند ٣ صباحاً",3
Al Falamanki,مكان مريح وواسع بخدمة جيدة وقائمة طعام ومشروبات لذيذة جيد للعب الورق والزهر والأركيلة وجمعات الاصدقاء أسعاره معقولة نوعا ما ويصلح لجمعات الأصدقاء يتميز بمأكولاته الشرقية ومشروباته وديكوره التراثي والتاريخي الذي يحاول أن يجمع فيه تاريخ بيروت كما يتميز بديزاين قائمة الطعام الفكاهية نوعاً ما لا أنصح باصطحاب الأطفال إلى هذا المكان لكونه مليء بدخان الأركيلة والسجائر إذ يسمح التدخين في المطعم,4
Al Falamanki,مقهى محلي جميل والعاملين ودودين جدا يقدم الاكل اللبناني والمعجنات واراجيل .. الوقت فيه ممتع ودائما مزدحم,4
Al Falamanki,"جلسة قديمة في بيروت الحديثة ، تذكرنا بالماضي الجميل ، الموسيقى الأكل",4
Al Falamanki,موقعه في بيروت يشعرك كأنك خارج المكان والزمان. كأنه ينقلك الى مناخ الضيعة أو الريف . اولا انصح بركن السيارة في موقف S.S القريب جدا من المطعم لان الموقف أمام المطعم مستقل واحيانا لا تجد مكان لذلك الأنسب موقف sudeco square. ثانيا يعتبر الفلمنكي من افضل المطاعم التي تقدم المطبخ اللبناني. انصحك باطباقهم الخاصة لانها مميزة. طريقة تقديم الطعام مميزة واللائحة غنية . والاسعار قياسا مع جودة الطعام تعتبر جيدة.,5
Al Falamanki,مطعم يقدم لك كل ماتحتاجه,5
Al Falamanki,"طعام متواضع، موظفين جيّدين، منظر جميل ولكن لا يوجد مكان للصلاة؟!!!!!!!!! واللّه عيب",1
Al Falamanki,المكان رائع ولكن الاسعار نار الضيفه في اكواب بلاستك وشراب الورد ما ببستاهل يكون حقو 250 ليرة. من الاخر ما بنصح حداة يزور,1
Al Falamanki,قهوة تاريخية في قلب بيروت ... الشيشه الأفضل والخدمة رائعة جدا مع العلم اني ما أشيش بس اكوردنق تو ذا بيبل اللي شفتهم هناك,5
Al Falamanki,تسممت غذائيا فيه واكله غير نظيف,1
Al Falamanki,المكان ممتاز ..ويستحق الزياره والشيشه والاكل ممتاز ..والموقع مميز....عيبه الزحمه وبعض الكراسي غير مريحه..بس الجو فيه جميل ,4
Al Falamanki,مررره جوهم رايق ومناسب الواحد يتعشى فيه ,5
Al Falamanki,الأكل متوسط المستوي ولا يستحق مايدفع له,2
Al Falamanki,مكان ومطعم جميل والشيشة ممتازه . والخدمة ممتازة .,5
Al Falamanki,كتير روااااق القعدة و الأكل كتير طيب,5
Al Falamanki,مطعم جميل ومكان جيد ومريح انصح بزيارته,4
Al Falamanki,مطعم تراثي جيد جدا,5
Al Falamanki,الأسعار مش منطقية ... الجلسات متسخه افضل مالديهم كبه لبنيه ولحم بعجين غير شكل 👌🏻,2
Al Falamanki,ممتاز موقع واكل,5
Al Falamanki,ممتاز,5
Al Falamanki, الدقه مميزه,5
Al Falamanki,روعه,5
Al Falamanki,ممتاز,5
Al Falamanki,جدا جميل,5
Al Falamanki,مكان حلو ورائع بيرجع للماضي الاصيل ,5
Al Falamanki,روعه,5
Al Falamanki,ممتاز,5
Al Falamanki,ارجيلتوا ابدا ماطيبه,2
Al Falamanki,ممتاز,5
Al Falamanki,المكان راااااائع,5
Al Falamanki,الشيشه نار,5
