,AT,V,AP,RH,PE
607,18.77,49.39,1021.06,82.95,454.53
608,13.56,39.18,1023.4,63.82,470.38
609,20.65,66.51,1014.94,71.83,456.49
610,26.5,66.05,1017.03,61.34,440.15
611,23.67,72.24,1011.22,90.45,435.94
612,8.64,41.66,1014.14,80.44,481.89
613,20.2,50.9,1011.72,77.63,454.09
614,5.04,40.64,1021.35,93.63,484.42
615,23.59,59.43,1009.96,65.8,440.61
616,17.47,58.16,1016.36,82.26,456.97
617,6.02,43.65,1013.85,83.53,481.92
618,30.05,56.9,1007.02,41.96,437.55
619,29.23,68.14,1004.31,81.46,428.87
620,26.03,64.44,1012.75,62.24,445.89
621,26.38,49.5,1012.82,37.19,457.81
622,5.66,40.62,1015.87,84.97,485.18
623,27.65,48.41,1008.54,58.25,440.94
624,17.88,46.97,1013.73,67.78,456.77
625,11.2,37.5,1013.81,72.81,472.2
626,20.94,58.16,1016.88,65.43,455.16
627,20.64,49.21,1014.86,58.47,454.2
628,19.21,60.07,1014.94,70.02,452.84
629,13.22,44.92,1023.84,87.99,471.43
630,33.6,77.17,1009.01,47.53,430.32
631,27.83,59.57,1011.22,71.05,443.85
632,21.11,58.49,1011.6,80.44,449.16
633,30.47,77.3,1002.13,63.7,434.68
634,15.48,47.83,1004.88,81.68,463.67
635,20.25,44.78,1007.93,40.16,462.44
636,15.87,39.31,1009.95,66.78,460.59
637,22.57,62.4,1009.77,86.05,444.69
638,12.67,48.14,1017.41,83.63,463.68
639,21.41,54.2,1011.37,82.28,448.11
640,30.86,70.32,1011.88,62.68,433.71
641,23.64,60.95,1014.92,64.91,447.86
642,5.52,42.85,1012.77,93.82,478.98
643,11.06,40.64,1021.47,96.16,479.13
644,24.41,56.9,1006.58,77.94,439.51
645,10.28,39.61,1020.43,69.09,478.34
646,14.67,71.14,1019.84,77.72,458.8
647,25.15,57.32,1012.41,41.84,440.1
648,21.5,44.58,1016.87,57.58,460.2
649,7.74,39.96,1025.78,95.81,475.23
650,21.31,42.8,1014.1,75.77,459.84
651,29.92,67.22,1014.09,50.62,444.78
652,4.15,39.9,1007.62,95.69,489.8
653,15.95,42.24,1017.71,69.32,465.35
654,25.01,66.56,1004.55,82.46,434.74
655,27.17,67.17,1006.76,81.59,431.73
656,28.14,43.21,1011.82,69.32,436.53
657,13.93,44.47,1025.35,81.54,469.25
658,25.83,70.47,1006.24,81.83,434.45
659,24.4,60.32,1016.5,70.96,447.73
660,26.35,69.48,1008.45,70.47,435.23
661,30.99,69.82,1009.41,50.84,437.46
662,25.82,57.19,1007.99,62.95,440.8
663,28.37,75.6,1017.48,55.19,439.25
664,29.28,74.33,1011.66,72.37,426.53
665,18.35,57.76,1019.64,77.94,458.41
666,16.69,46.18,1010.8,96.8,466.03
667,9.59,37.14,1013.8,72.85,474.74
668,10.11,39.35,1015.19,90.74,479.83
669,17.37,57.76,1016.0,86.59,456.4
670,20.92,49.15,1021.15,49.76,455.32
671,22.82,64.63,1020.78,66.73,449.34
672,23.55,51.95,1006.0,76.46,449.54
673,30.47,70.83,1010.91,46.94,444.39
674,13.16,40.71,1021.99,77.91,475.87
675,6.25,39.64,1010.98,83.45,483.43
676,16.98,53.16,1013.95,82.8,458.93
677,27.5,68.24,1010.38,73.44,430.9
678,24.39,63.21,1012.59,80.88,446.4
679,14.69,54.3,1018.01,73.4,462.63
680,26.31,72.39,1001.16,88.43,434.53
681,14.85,58.59,1014.04,89.85,454.62
682,21.95,59.43,1010.29,74.67,442.84
683,31.91,67.83,1008.76,53.22,425.28
684,16.2,65.46,1013.97,89.84,451.86
685,27.35,77.95,1012.14,74.14,431.72
686,8.73,41.26,1020.54,91.37,476.42
687,14.13,53.82,1016.72,64.85,467.08
688,13.18,40.24,1016.81,86.71,469.35
689,10.74,40.92,1021.74,94.97,466.77
690,6.28,43.02,1013.72,88.13,487.17
691,6.04,41.14,1027.92,87.12,481.37
692,16.78,58.95,1017.74,96.24,450.02
693,14.99,41.35,1004.56,98.9,466.85
694,26.26,65.06,1013.58,52.72,440.92
695,32.09,70.4,1003.73,55.65,434.64
696,22.88,63.91,1009.63,87.82,442.5
697,21.95,68.08,1012.91,69.36,443.93
698,26.65,63.78,1015.32,53.95,440.26
699,12.57,39.3,1019.57,72.44,473.67
700,15.67,41.1,1004.1,77.93,466.45
701,27.97,69.48,1010.4,57.24,432.18
702,13.76,45.87,1008.89,87.27,463.5
703,26.91,70.47,1007.55,72.59,434.24
704,25.18,71.98,1006.71,89.86,432.88
705,23.27,64.15,1020.98,71.18,452.26
706,23.2,73.17,1012.0,89.92,438.64
707,18.55,52.84,1004.45,86.82,450.23
708,7.23,41.22,1015.23,98.04,483.31
709,7.3,39.72,1020.85,77.83,485.1
710,13.93,39.64,1011.8,82.64,470.84
711,20.33,57.76,1016.47,75.35,450.25
712,32.2,72.29,1008.61,69.94,432.52
713,13.16,43.41,1016.43,79.47,465.6
714,27.26,73.18,1012.58,74.83,429.92
715,12.45,43.67,1013.61,91.34,474.27
716,12.04,40.23,1018.07,81.28,472.7
717,28.12,73.42,1011.49,80.16,435.46
718,27.21,67.45,1013.83,43.26,436.47
719,26.97,64.45,1009.43,53.96,443.75
720,26.99,72.99,1008.0,76.1,430.81
721,21.25,67.71,1006.9,55.76,444.98
722,30.33,68.67,1006.0,54.99,435.53
723,15.37,50.59,1019.02,98.2,463.35
724,25.8,44.57,1008.0,52.56,450.48
725,24.97,68.61,1011.08,58.94,447.83
726,15.98,39.64,1009.31,81.21,467.22
727,24.82,71.94,1010.5,64.67,438.69
728,21.32,45.01,1012.23,59.94,452.75
729,8.28,40.56,1023.29,79.44,486.4
730,27.22,67.9,1005.73,57.29,441.22
731,26.94,62.91,1011.68,41.3,449.1
732,18.86,46.48,1007.28,78.47,452.0
733,9.61,44.03,1008.3,91.36,473.54
734,26.2,65.18,1011.42,47.82,440.07
735,12.31,44.78,1011.15,77.34,468.29
736,16.48,48.92,1011.84,64.16,458.67
737,14.07,42.99,1007.57,96.05,468.87
738,25.19,63.94,1012.78,75.15,438.73
739,15.41,42.44,1012.6,86.74,472.28
740,13.16,43.71,1024.44,85.68,469.06
741,18.63,45.87,1007.98,79.9,453.79
742,16.94,50.59,1018.75,94.22,460.64
743,14.85,45.87,1009.37,84.65,462.67
744,24.56,63.21,1013.79,82.38,444.34
745,23.13,72.24,1010.92,92.3,437.67
746,26.84,71.94,1006.6,79.12,427.2
747,9.36,44.03,1010.3,87.2,474.68
748,30.19,64.79,1017.22,42.47,438.41
749,14.78,42.86,1015.32,84.75,471.17
750,18.6,68.28,1003.27,84.21,446.98
751,7.19,39.4,1011.45,90.65,483.04
752,29.15,73.42,1011.43,66.49,432.26
753,15.23,37.87,1020.17,85.02,464.02
754,9.19,41.01,1022.14,98.98,468.37
755,16.38,46.97,1013.6,73.67,459.87
756,18.23,60.95,1016.74,78.85,455.53
757,24.62,70.47,1010.55,72.71,435.88
758,5.72,39.33,1009.96,95.4,490.76
759,23.19,67.07,1005.67,65.19,442.45
760,13.21,40.56,1018.12,64.49,475.86
761,9.77,34.69,1027.72,74.98,477.51
762,30.82,70.36,1006.47,58.79,439.16
763,23.63,58.62,1016.45,69.97,445.51
764,24.66,48.78,1018.39,71.79,449.11
765,8.83,41.14,1025.37,94.36,474.51
766,14.79,46.48,1007.46,92.4,462.55
767,3.69,38.44,1016.74,82.87,490.78
768,24.03,66.54,1012.19,69.15,438.08
769,13.23,42.34,1018.02,97.49,462.21
770,25.79,67.17,1007.89,81.38,440.75
771,25.72,59.21,1012.37,66.62,437.72
772,11.8,41.54,1020.0,65.85,476.12
773,16.52,42.24,1017.51,67.65,469.13
774,23.51,63.78,1016.1,69.79,446.58
775,25.25,58.46,1015.54,70.76,444.05
776,19.82,58.16,1016.76,74.66,455.5
777,11.73,37.92,1008.24,65.13,472.04
778,27.96,73.42,1011.11,71.93,435.93
779,25.59,72.43,1007.88,82.98,432.49
780,22.61,59.87,1019.12,66.12,441.2
781,23.03,65.12,1016.29,69.8,447.84
782,26.38,44.89,1009.14,51.79,442.13
783,31.52,76.2,1008.31,57.35,435.31
784,20.36,60.1,1011.21,84.79,454.25
785,13.55,43.48,1016.08,67.25,464.33
786,25.44,61.25,1012.57,87.65,441.77
787,11.09,41.58,1020.99,91.09,464.81
788,25.36,60.07,1015.06,66.11,439.73
789,30.68,71.8,1010.81,61.4,435.4
790,25.48,60.29,1017.55,51.22,443.77
791,29.79,62.66,1008.5,48.51,440.27
792,8.37,39.99,1010.36,93.26,482.31
793,8.49,43.69,1016.93,85.63,483.62
794,26.85,74.16,1008.66,93.8,431.16
795,29.34,71.98,1005.19,75.19,428.24
796,21.11,58.12,1015.38,77.78,453.28
797,21.12,62.96,1020.83,69.96,454.65
798,15.03,35.71,1015.26,56.55,467.61
799,23.74,62.96,1019.65,63.39,449.48
800,32.96,69.75,1008.86,40.23,435.56
801,20.23,52.05,1012.15,47.49,457.57
802,22.46,58.33,1013.21,68.68,445.9
803,11.54,45.0,1022.77,80.79,482.34
804,24.62,68.31,1010.45,75.18,448.58
805,10.12,41.55,1005.78,62.34,475.46
806,15.67,38.62,1015.76,66.29,463.17
807,21.96,48.6,1004.87,76.27,446.56
808,11.82,41.54,1019.96,67.65,476.97
809,19.8,51.19,1008.25,91.98,446.66
810,22.32,64.27,1014.35,82.98,446.62
811,19.75,49.02,1009.38,92.89,446.63
812,25.48,65.12,1016.12,53.66,447.85
813,14.84,42.03,1017.47,79.27,466.2
814,21.38,49.21,1012.49,53.77,449.66
815,18.67,47.83,1005.12,82.97,454.47
816,26.27,58.33,1013.81,60.43,438.82
817,27.23,63.9,1014.3,47.19,443.61
818,20.87,63.31,1012.27,79.51,446.7
819,19.4,39.53,1007.96,63.38,457.17
820,21.97,65.61,1016.09,73.29,447.05
821,17.16,40.55,1000.26,72.21,461.58
822,13.62,42.34,1017.87,89.67,464.79
823,13.9,44.0,1025.1,87.17,466.24
824,9.45,39.04,1023.08,75.81,483.66
825,23.66,62.08,1022.42,64.13,447.06
826,26.91,70.02,1010.75,59.48,445.31
827,23.04,74.99,1005.44,92.86,437.65
828,26.93,67.07,1005.65,60.26,437.76
829,24.59,60.37,1005.31,76.81,438.09
830,34.63,74.33,1011.7,31.45,428.54
831,20.48,60.29,1017.16,72.1,455.51
832,26.55,60.23,1009.88,79.54,438.95
833,10.74,43.67,1011.75,80.1,477.32
834,12.28,43.67,1012.69,70.23,475.08
835,10.8,41.66,1013.79,81.96,475.51
836,26.26,71.73,1009.59,80.06,430.79
837,24.9,71.77,1006.24,85.25,427.77
838,28.41,74.16,1010.29,72.09,439.2
839,22.72,63.73,1012.63,82.14,448.56
840,33.4,69.98,1013.29,47.78,432.44
841,26.35,59.87,1013.24,73.63,447.26
842,24.58,49.02,1008.85,79.32,442.47
843,12.76,42.32,1015.35,78.18,466.15
844,9.64,39.85,1012.9,83.82,478.37
845,10.91,41.04,1026.57,74.24,469.53
846,12.27,41.17,1019.39,52.18,473.84
847,28.4,74.93,1013.65,48.6,442.23
848,11.04,45.51,1017.53,83.42,474.45
849,20.75,60.77,1017.91,86.06,448.58
850,21.31,69.05,1002.46,73.42,440.97
851,25.4,65.34,1013.11,53.93,445.82
852,25.95,65.61,1014.36,52.54,443.88
853,27.44,65.59,1010.76,68.67,441.08
854,18.42,58.95,1016.95,86.77,452.1
855,17.48,46.21,1014.02,80.78,455.35
856,13.87,49.83,1006.76,89.14,462.46
857,10.06,39.61,1020.87,74.01,476.92
858,23.21,62.44,1011.78,76.66,442.47
859,21.44,60.32,1015.2,81.1,448.84
860,26.73,68.84,1010.75,66.83,440.45
861,30.96,64.44,1013.63,49.64,437.61
862,14.6,44.84,1023.58,88.21,464.88
863,20.28,63.86,1016.04,74.66,447.26
864,15.47,38.73,1001.13,77.61,467.96
865,11.71,40.05,1014.49,86.09,471.49
866,25.77,68.08,1010.99,73.58,433.46
867,18.13,66.86,1012.9,78.84,454.85
868,11.2,35.76,1019.24,64.59,473.33
869,9.78,43.8,1022.25,69.64,477.22
870,23.85,74.22,1009.99,82.72,441.66
871,16.7,50.66,1014.86,94.87,457.74
872,28.41,66.91,1008.22,57.93,440.52
873,29.64,67.79,1009.99,51.23,440.74
874,24.39,71.85,1009.73,72.24,438.2
875,32.39,74.16,1008.53,61.09,431.17
876,31.56,66.44,1008.91,64.16,430.11
877,17.72,48.14,1013.26,65.09,457.44
878,30.85,67.45,1014.53,32.99,430.8
879,13.19,39.18,1023.67,66.78,469.62
880,33.79,69.05,1001.62,40.13,435.1
881,13.99,45.0,1023.83,77.92,472.55
882,24.78,57.19,1008.08,65.4,443.62
883,17.82,56.89,1014.24,77.73,453.83
884,24.9,67.25,1017.77,66.17,433.71
885,11.46,44.85,1014.3,63.24,475.33
886,28.68,70.32,1008.51,45.73,430.48
887,18.2,45.01,1013.82,68.14,452.21
888,23.5,50.78,1008.7,57.7,445.09
889,10.34,41.74,1020.07,79.17,480.84
890,15.64,38.28,1014.39,76.93,466.51
891,13.55,42.99,1007.58,97.55,470.82
892,26.18,68.08,1012.92,55.7,436.51
893,10.81,45.0,1023.45,85.89,482.63
894,28.09,65.27,1013.27,51.96,440.0
895,25.32,61.25,1011.56,80.1,436.67
896,29.23,72.99,1007.04,63.47,431.0
897,9.0,43.13,1020.25,81.32,481.09
898,17.29,52.72,1024.71,62.32,467.23
899,13.92,39.58,1012.5,80.28,465.67
900,30.15,72.51,1009.37,50.64,443.72
901,23.96,51.3,1011.81,71.81,451.11
902,17.34,44.06,1015.84,74.88,458.5
903,14.02,44.47,1028.02,68.97,465.93
904,29.12,74.87,1009.85,62.51,435.51
905,10.22,39.64,1010.72,63.05,477.22
906,27.74,74.78,1010.05,60.82,436.87
907,16.5,39.72,1003.05,65.99,459.06
908,20.46,59.21,1018.42,85.89,445.22
909,27.51,71.29,1009.43,76.92,430.42
910,13.1,49.83,1007.29,92.79,466.08
911,31.07,70.32,1011.74,65.91,436.16
912,10.79,43.56,1015.15,73.01,479.64
913,22.57,63.94,1013.49,81.61,443.58
914,33.63,70.4,1004.02,53.6,430.05
915,22.56,47.43,1006.72,54.82,448.65
916,20.65,41.67,1012.76,45.27,455.5
917,24.31,65.94,1011.5,61.61,442.69
918,25.61,47.43,1008.62,54.51,442.96
919,9.41,41.54,1019.48,82.19,481.59
920,6.61,36.24,1013.57,91.8,483.12
921,13.53,38.73,1004.86,85.38,472.46
922,10.2,41.46,1020.23,84.54,481.46
923,9.26,39.61,1021.18,84.58,480.38
924,12.02,43.69,1016.12,74.07,477.74
925,14.74,43.71,1024.35,81.53,465.49
926,8.35,43.79,1016.2,85.23,484.21
927,19.35,39.72,1002.5,51.24,455.29
928,26.74,69.89,1013.96,51.82,436.02
929,12.17,41.58,1013.89,88.98,463.03
930,13.91,39.35,1014.69,75.51,469.02
931,16.15,41.85,1016.54,81.58,466.56
932,28.31,50.05,1005.75,50.17,436.75
933,32.87,70.8,1009.54,59.85,433.1
934,29.48,73.21,1000.67,79.35,433.53
935,29.23,69.59,1009.0,71.41,437.95
936,7.71,40.71,1021.53,95.48,471.38
937,26.0,70.47,1009.61,74.66,435.05
938,31.41,74.16,1011.1,57.05,434.88
939,5.28,45.87,1008.25,97.88,479.91
940,10.19,44.63,1020.58,91.64,472.45
941,10.35,40.27,1005.09,92.42,477.8
942,13.72,54.3,1017.89,79.08,467.05
943,10.96,37.5,1013.46,79.54,471.05
944,19.36,39.54,1008.97,58.92,458.75
945,31.23,75.08,1004.93,46.19,439.14
946,32.77,71.32,1007.68,42.39,436.95
947,23.35,71.77,1005.99,90.79,434.6
948,24.99,51.43,1006.95,79.63,441.45
949,26.53,69.71,1009.88,76.26,446.17
950,18.62,65.48,1018.45,73.39,451.94
951,16.72,53.82,1015.46,66.9,458.25
952,21.07,67.07,1004.64,86.16,446.05
953,31.08,59.57,1010.76,60.49,442.88
954,22.85,60.08,1018.05,67.12,452.5
955,22.99,56.57,1013.93,78.77,445.44
956,11.12,44.92,1025.58,93.52,470.82
957,16.63,43.77,1012.25,75.09,458.66
958,28.85,59.27,1011.69,51.8,440.3
959,29.97,70.32,1007.44,53.26,428.42
960,30.73,69.89,1015.0,58.9,426.79
961,27.17,61.02,1011.38,65.32,437.06
962,30.15,69.88,1007.2,73.67,434.75
963,13.18,40.83,1007.67,95.44,472.36
964,28.44,69.84,1003.25,68.24,426.69
965,34.4,77.95,1009.83,57.86,430.87
966,23.1,60.08,1017.69,65.44,451.01
967,28.08,59.14,1016.16,58.08,438.83
968,30.92,80.18,1010.11,72.47,432.35
969,26.47,69.51,1009.51,65.02,433.89
970,7.97,39.04,1018.51,65.17,483.3
971,30.07,70.98,1007.74,75.68,437.55
972,20.31,69.94,1009.7,86.53,446.87
973,13.65,39.28,1012.97,79.64,471.91
974,24.1,60.29,1008.2,61.81,449.79
975,32.23,69.13,1000.61,55.1,426.9
976,17.69,44.34,1019.31,61.12,464.13
977,5.42,41.38,1020.77,86.02,491.38
978,32.89,73.68,1014.45,52.34,426.46
979,26.59,59.92,1009.97,70.09,438.22
980,28.74,71.14,1011.53,48.6,430.12
981,9.0,36.3,1027.11,75.89,480.31
982,18.5,46.93,1015.0,66.81,455.63
983,32.21,71.85,1008.25,58.09,429.15
984,18.31,46.21,1010.46,82.15,451.75
985,27.14,64.27,1012.71,54.4,441.68
986,26.22,49.82,1015.48,55.8,454.2
987,22.72,69.84,1005.96,83.9,436.7
988,10.63,42.28,1008.37,92.68,474.97
989,19.39,51.43,1011.06,94.35,456.25
990,26.85,73.77,1001.2,90.13,431.24
991,9.74,41.01,1019.12,98.39,465.8
992,16.34,42.28,1008.08,52.8,463.29
993,18.36,62.1,1019.9,79.09,453.5
994,8.03,37.8,1020.47,60.67,481.51
995,7.34,40.72,1023.01,80.08,483.92
996,28.17,72.43,1007.37,68.92,428.88
997,23.92,66.54,1009.93,62.37,441.9
998,12.17,40.6,1013.59,88.62,473.76
999,29.13,70.72,1009.61,67.49,436.9
1000,26.09,60.29,1017.72,50.83,444.71
1001,19.08,41.1,1001.96,62.77,458.94
1002,20.5,51.19,1009.0,91.79,445.35
1003,23.0,49.5,1014.15,66.68,454.44
1004,26.08,70.32,1012.32,89.0,434.24
1005,31.27,69.13,1009.45,57.01,425.48
1006,25.69,73.18,1012.64,86.35,432.82
1007,10.16,40.8,1028.13,86.39,477.49
1008,30.49,70.32,1011.34,66.33,434.76
1009,28.45,69.23,1013.07,39.46,436.96
1010,22.04,58.05,1013.11,85.22,447.28
1011,13.18,40.03,1017.75,82.29,470.88
1012,31.41,76.09,1007.68,70.49,430.81
1013,11.3,25.36,1008.66,96.18,471.19
1014,24.22,68.51,1013.23,74.96,440.01
1015,16.21,41.23,995.88,80.0,463.09
1016,14.55,41.7,1018.58,80.8,454.14
1017,15.04,41.35,1004.29,99.1,467.96
1018,22.21,61.5,1008.34,76.22,445.77
1019,30.16,73.17,1010.74,58.99,434.43
1020,13.34,41.79,1011.48,86.66,461.12
1021,21.18,70.02,1010.27,96.46,442.51
1022,8.54,38.08,1019.75,71.24,478.31
1023,12.2,39.72,1018.07,54.83,471.33
1024,13.47,44.88,1017.56,93.23,476.67
1025,16.73,43.79,1016.25,73.58,468.87
1026,17.99,50.16,1009.98,100.09,451.38
1027,20.1,58.95,1018.46,80.87,446.7
1028,20.82,52.84,1004.13,79.42,449.59
1029,14.28,42.77,1020.06,81.77,466.75
1030,15.31,40.66,1016.46,84.64,458.26
1031,12.62,34.03,1019.06,74.78,471.55
1032,16.1,36.71,1013.58,74.41,471.46
1033,14.46,45.87,1009.21,84.09,464.5
1034,13.96,40.92,1022.65,73.08,460.95
1035,24.54,48.06,1013.02,55.18,443.67
1036,31.27,73.77,1003.27,71.48,430.32
1037,27.15,73.9,1007.57,74.42,433.09
1038,31.21,66.44,1008.57,65.76,430.7
1039,9.48,44.68,1023.29,92.9,478.66
1040,21.16,65.48,1016.99,72.79,446.37
1041,21.87,61.45,1011.13,92.22,445.21
1042,15.35,35.4,1016.3,57.12,468.94
1043,16.07,47.83,1006.99,86.49,458.18
1044,31.2,73.17,1010.28,53.23,431.23
1045,27.71,66.93,1016.85,58.77,447.06
1046,6.98,40.35,1011.92,94.72,484.19
1047,28.54,76.86,1000.09,74.67,433.35
1048,10.22,45.01,1018.27,93.62,474.32
1049,11.87,36.43,1023.42,79.5,474.17
1050,23.21,74.22,1009.68,88.46,440.46
1051,25.95,59.92,1010.05,76.05,443.93
1052,11.21,40.75,1016.45,86.14,479.2
1053,32.45,66.44,1011.21,50.18,429.99
1054,19.09,65.94,1012.53,81.06,446.34
1055,24.04,60.77,1017.62,75.23,442.25
1056,25.1,74.87,1010.01,79.41,439.93
1057,27.04,65.06,1013.33,52.37,439.84
1058,14.4,42.18,1015.47,77.7,464.81
1059,26.6,63.07,1011.97,61.3,442.25
1060,5.25,42.85,1013.75,89.67,477.78
1061,19.97,50.78,1008.75,92.7,446.57
1062,22.23,46.93,1013.09,58.02,448.27
1063,8.67,36.66,1026.8,84.36,480.38
1064,22.08,55.5,1018.42,58.46,455.79
1065,5.56,45.87,1006.99,96.48,476.61
1066,11.02,38.28,1013.51,95.66,472.11
1067,16.52,43.7,1015.08,58.36,466.73
1068,27.54,74.22,1007.44,75.91,430.72
1069,15.79,38.28,1014.4,74.84,465.64
1070,31.45,68.27,1007.56,64.79,430.81
1071,21.8,51.3,1012.07,89.51,450.25
1072,23.25,72.99,1009.17,89.85,438.51
1073,19.46,46.33,1013.77,89.62,452.11
1074,26.86,70.47,1007.18,72.38,434.59
1075,25.44,65.06,1013.82,55.72,440.09
1076,28.35,70.32,1009.22,47.13,427.21
1077,14.81,43.7,1015.1,60.72,469.5
1078,6.07,38.91,1019.25,83.39,483.56
1079,22.77,59.92,1009.67,94.09,437.9
1080,16.31,68.28,1003.98,98.62,450.33
1081,30.93,61.5,1009.81,41.46,437.35
1082,29.31,64.84,1010.49,53.97,442.11
1083,26.05,65.27,1013.69,56.46,440.75
1084,25.69,62.26,1011.38,74.08,436.36
1085,22.1,65.06,1014.56,71.5,442.18
1086,11.0,40.23,1019.08,86.5,475.9
1087,33.26,68.51,1012.49,52.68,429.38
1088,11.91,40.69,1014.41,83.71,476.71
1089,24.23,59.04,1011.91,71.79,443.06
1090,24.35,73.17,1012.2,85.88,435.66
1091,26.65,74.16,1008.27,94.54,431.47
1092,28.24,65.74,1013.4,64.87,438.47
1093,24.79,75.6,1017.07,68.23,440.05
1094,24.43,60.07,1015.59,59.99,444.71
1095,9.16,41.03,1021.3,76.08,484.96
1096,2.64,39.64,1011.02,85.24,481.29
1097,11.7,41.16,1019.58,87.49,464.12
1098,15.93,52.75,1024.57,58.71,457.92
1099,18.41,42.04,1011.69,64.88,465.64
1100,18.07,44.92,1024.72,69.15,457.53
1101,12.82,41.58,1020.37,81.06,464.07
1102,8.25,43.14,1011.3,87.1,479.95
1103,16.99,40.89,1011.54,64.51,464.95
1104,27.46,69.98,1013.28,63.73,435.36
1105,21.11,58.66,1011.7,68.71,457.89
1106,14.66,40.73,1017.45,88.57,459.23
1107,26.19,69.34,1009.48,87.59,433.99
1108,20.89,67.71,1006.12,59.12,445.39
1109,25.16,57.17,1009.86,75.7,442.03
1110,31.15,67.45,1014.85,42.11,431.97
1111,9.63,40.27,1009.96,81.03,477.38
1112,14.15,39.28,1013.5,77.63,471.23
1113,25.77,73.68,1014.18,87.53,429.84
1114,24.46,68.61,1011.02,76.66,440.58
1115,26.21,56.85,1011.45,41.37,439.55
1116,30.55,66.25,1009.15,63.52,440.74
1117,14.13,41.23,994.6,93.02,467.84
1118,3.73,39.42,1024.4,82.42,488.58
1119,24.79,59.21,1017.9,53.83,446.04
1120,16.57,63.31,1016.19,81.02,454.78
1121,26.86,68.08,1012.99,50.04,436.25
1122,22.09,65.59,1015.54,72.44,447.28
1123,29.12,66.51,1015.69,37.9,432.88
1124,14.45,43.34,1015.47,83.33,462.16
1125,11.58,41.74,1020.41,74.09,478.06
1126,32.55,73.03,1014.36,44.83,439.81
1127,31.79,76.2,1007.89,56.3,434.01
1128,19.7,52.84,1004.86,89.72,444.64
1129,11.22,41.66,1008.96,72.38,477.53
1130,21.83,63.87,1018.93,63.07,452.21
1131,29.6,71.94,1007.07,62.65,429.02
1132,28.07,74.33,1012.0,71.69,428.87
1133,10.12,38.38,1018.22,85.93,477.73
1134,9.84,40.72,1022.21,77.79,477.52
1135,15.41,44.78,1007.69,65.17,456.83
1136,22.64,70.98,1005.71,95.65,441.99
1137,13.53,42.86,1014.0,90.63,471.73
1138,8.94,36.71,1025.5,80.45,477.62
1139,23.72,58.62,1016.65,69.1,447.49
1140,21.26,50.32,1008.41,87.22,446.22
1141,10.23,42.32,1017.53,89.93,473.59
1142,7.64,38.18,1017.65,78.51,484.45
1143,14.92,41.16,1004.83,83.7,465.72
1144,27.62,68.27,1008.04,63.04,427.67
1145,10.56,40.22,1005.08,89.71,478.02
1146,17.9,52.08,1006.41,100.09,451.94
1147,29.41,64.05,1009.82,67.4,444.82
1148,17.68,45.17,1017.5,77.57,461.96
1149,23.56,49.16,1002.54,69.07,443.02
1150,25.01,68.63,1013.76,43.65,447.12
1151,29.95,67.25,1017.68,51.91,433.13
1152,22.36,64.15,1021.05,68.43,453.94
1153,17.36,41.23,998.08,63.46,459.1
1154,10.05,40.71,1015.51,84.21,471.68
1155,21.94,62.52,1015.99,74.56,449.87
1156,20.15,39.72,1001.85,59.32,456.87
1157,7.31,42.18,1014.75,86.75,477.38
1158,21.7,64.44,1014.95,73.33,448.51
1159,4.86,39.4,1012.73,91.39,488.63
1160,15.52,41.93,1022.97,52.92,471.97
1161,6.94,39.61,1017.74,81.43,480.07
1162,19.11,44.85,1014.76,45.86,464.66
1163,16.84,56.03,1020.25,70.37,437.14
1164,11.63,40.55,1022.89,87.12,474.67
1165,21.24,44.3,1014.34,83.39,444.0
1166,15.47,46.48,1007.69,91.07,462.58
1167,29.42,69.14,1007.32,75.04,437.75
1168,14.33,42.86,1010.82,88.59,469.52
1169,18.75,63.09,1018.19,87.84,450.98
1170,12.5,43.67,1013.99,90.91,473.26
1171,28.98,70.8,1008.19,73.45,434.08
1172,4.41,42.07,1005.54,68.85,488.36
1173,16.61,43.77,1012.25,77.23,457.66
1174,5.28,42.07,1003.82,80.84,485.24
1175,9.83,38.56,1017.35,62.8,480.47
1176,14.28,37.2,1013.96,82.71,467.44
1177,32.87,71.32,1004.36,54.69,433.15
1178,26.82,66.51,1016.32,55.76,439.48
1179,30.56,69.04,1009.29,55.73,442.24
1180,18.24,59.15,1012.0,84.4,449.48
1181,22.18,62.91,1012.14,68.86,449.77
1182,8.44,41.17,1019.9,70.72,486.15
1183,13.74,45.08,1024.97,84.79,466.79
1184,11.02,41.26,1020.69,92.13,471.93
1185,19.6,48.14,1013.18,68.71,456.57
1186,26.03,69.68,1011.61,60.75,449.54
1187,20.71,49.69,1010.26,69.97,455.69
1188,21.67,61.45,1010.84,92.19,443.82
1189,19.13,42.18,1001.45,98.77,456.04
1190,27.79,69.23,1012.86,45.71,435.06
1191,6.08,35.79,1011.08,90.59,483.08
1192,29.56,71.14,1011.42,53.18,432.09
1193,15.84,41.04,1025.64,63.43,456.21
1194,30.93,69.98,1013.33,62.1,432.25
1195,20.45,59.8,1015.13,79.21,452.96
1196,11.1,40.92,1021.98,94.14,462.07
1197,17.06,58.96,1013.83,73.95,461.15
1198,26.47,63.13,1013.72,79.4,441.81
1199,25.03,47.93,1003.02,62.89,443.55
1200,8.85,41.06,1020.99,86.05,486.4
1201,16.74,41.16,1006.87,74.24,463.0
