,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
267,268,12-01-2011,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44
268,269,12-01-2011,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49
269,270,12-01-2011,1,0,1,16,0,3,1,1,0.22,0.19699999999999998,0.44,0.3284,5,63,68
270,271,12-01-2011,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139
271,272,12-01-2011,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137
272,273,12-01-2011,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83
273,274,12-01-2011,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56
274,275,12-01-2011,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57
275,276,12-01-2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33
276,277,12-01-2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20
277,278,13-01-2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7
278,279,13-01-2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2
279,280,13-01-2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2
280,281,13-01-2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3
281,282,13-01-2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4
282,283,13-01-2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3
283,284,13-01-2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28
284,285,13-01-2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72
285,286,13-01-2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.19399999999999998,5,197,202
286,287,13-01-2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139
287,288,13-01-2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38
288,289,13-01-2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37
289,290,13-01-2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52
290,291,13-01-2011,1,0,1,13,0,4,1,1,0.22,0.19699999999999998,0.41,0.4478,2,81,83
291,292,13-01-2011,1,0,1,14,0,4,1,1,0.22,0.19699999999999998,0.41,0.3881,3,39,42
292,293,13-01-2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60
293,294,13-01-2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78
294,295,13-01-2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162
295,296,13-01-2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144
296,297,13-01-2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99
297,298,13-01-2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64
298,299,13-01-2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40
299,300,13-01-2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30
300,301,13-01-2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.19399999999999998,1,14,15
301,302,14-01-2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.19399999999999998,0,14,14
302,303,14-01-2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5
303,304,14-01-2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1
304,305,14-01-2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1
305,306,14-01-2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8
306,307,14-01-2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17
307,308,14-01-2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70
308,309,14-01-2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158
309,310,14-01-2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117
310,311,14-01-2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.19399999999999998,4,40,44
311,312,14-01-2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53
312,313,14-01-2011,1,0,1,12,0,5,1,1,0.2,0.19699999999999998,0.44,0.2537,2,59,61
313,314,14-01-2011,1,0,1,13,0,5,1,1,0.22,0.19699999999999998,0.37,0.3881,4,73,77
314,315,14-01-2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64
315,316,14-01-2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68
316,317,14-01-2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90
317,318,14-01-2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159
318,319,14-01-2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139
319,320,14-01-2011,1,0,1,19,0,5,1,1,0.16,0.19699999999999998,0.59,0.0896,3,89,92
320,321,14-01-2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68
321,322,14-01-2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52
322,323,14-01-2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36
323,324,14-01-2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27
324,325,15-01-2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28
325,326,15-01-2011,1,0,1,1,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,2,18,20
326,327,15-01-2011,1,0,1,2,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,0,12,12
327,328,15-01-2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8
328,329,15-01-2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5
329,330,15-01-2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1
330,331,15-01-2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3
331,332,15-01-2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10
332,333,15-01-2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23
333,334,15-01-2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33
334,335,15-01-2011,1,0,1,10,0,6,0,1,0.18,0.19699999999999998,0.59,0.1642,2,57,59
335,336,15-01-2011,1,0,1,11,0,6,0,1,0.2,0.19699999999999998,0.55,0.2239,18,54,72
336,337,15-01-2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89
337,338,15-01-2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
338,339,15-01-2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
339,340,15-01-2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.19399999999999998,21,108,129
340,341,15-01-2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.19399999999999998,33,95,128
341,342,15-01-2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
342,343,15-01-2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84
343,344,15-01-2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
344,345,15-01-2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41
345,346,15-01-2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
346,347,15-01-2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
347,348,15-01-2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44
348,349,16-01-2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39
349,350,16-01-2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23
350,351,16-01-2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16
351,352,16-01-2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15
352,353,16-01-2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
353,354,16-01-2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
354,355,16-01-2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
355,356,16-01-2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
356,357,16-01-2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
357,358,16-01-2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
358,359,16-01-2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
359,360,16-01-2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93
360,361,16-01-2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104
361,362,16-01-2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
362,363,16-01-2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
363,364,16-01-2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113
364,365,16-01-2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
365,366,16-01-2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105
366,367,16-01-2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
367,368,16-01-2011,1,0,1,19,0,0,0,1,0.18,0.19699999999999998,0.47,0.1343,14,47,61
368,369,16-01-2011,1,0,1,20,0,0,0,1,0.18,0.19699999999999998,0.47,0.1642,7,50,57
369,370,16-01-2011,1,0,1,21,0,0,0,1,0.18,0.19699999999999998,0.51,0.1642,6,22,28
370,371,16-01-2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
371,372,16-01-2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
372,373,17-01-2011,1,0,1,0,1,1,0,2,0.2,0.19699999999999998,0.47,0.2239,1,16,17
373,374,17-01-2011,1,0,1,1,1,1,0,2,0.2,0.19699999999999998,0.44,0.19399999999999998,1,15,16
374,375,17-01-2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8
375,376,17-01-2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.19399999999999998,0,2,2
376,377,17-01-2011,1,0,1,4,1,1,0,2,0.18,0.19699999999999998,0.43,0.1343,1,2,3
377,378,17-01-2011,1,0,1,5,1,1,0,2,0.18,0.19699999999999998,0.43,0.1642,0,1,1
378,379,17-01-2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.19399999999999998,0,5,5
379,380,17-01-2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
380,381,17-01-2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
381,382,17-01-2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47
382,383,17-01-2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57
383,384,17-01-2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.19399999999999998,9,55,64
384,385,17-01-2011,1,0,1,12,1,1,0,2,0.18,0.19699999999999998,0.47,0.1343,10,70,80
385,386,17-01-2011,1,0,1,13,1,1,0,2,0.18,0.19699999999999998,0.47,0.1343,13,80,93
386,387,17-01-2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
387,388,17-01-2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
388,389,17-01-2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
389,390,17-01-2011,1,0,1,17,1,1,0,1,0.2,0.19699999999999998,0.51,0.19399999999999998,4,67,71
390,391,17-01-2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92
391,392,17-01-2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.19399999999999998,2,58,60
392,393,17-01-2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,4,29,33
393,394,17-01-2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,3,24,27
394,395,17-01-2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13
395,396,17-01-2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4
396,397,18-01-2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3
397,398,18-01-2011,1,0,1,13,0,2,1,2,0.2,0.19699999999999998,0.86,0.2239,0,22,22
398,399,18-01-2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
399,400,18-01-2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
400,401,18-01-2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.19399999999999998,0,61,61
401,402,18-01-2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.19399999999999998,1,124,125
402,403,18-01-2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
403,404,18-01-2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
404,405,18-01-2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83
405,406,18-01-2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41
406,407,18-01-2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33
407,408,18-01-2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20
408,409,19-01-2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3
409,410,19-01-2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
410,411,19-01-2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
411,412,19-01-2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
412,413,19-01-2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
413,414,19-01-2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
414,415,19-01-2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
415,416,19-01-2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
416,417,19-01-2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109
417,418,19-01-2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
418,419,19-01-2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
419,420,19-01-2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
420,421,19-01-2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
421,422,19-01-2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
422,423,19-01-2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
423,424,19-01-2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
424,425,19-01-2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
425,426,19-01-2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
426,427,19-01-2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
427,428,19-01-2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
428,429,19-01-2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
429,430,19-01-2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
430,431,19-01-2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
431,432,20-01-2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13
432,433,20-01-2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5
433,434,20-01-2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2
434,435,20-01-2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
435,436,20-01-2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
436,437,20-01-2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
437,438,20-01-2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35
438,439,20-01-2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101
439,440,20-01-2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249
440,441,20-01-2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
441,442,20-01-2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
442,443,20-01-2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
443,444,20-01-2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84
444,445,20-01-2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98
445,446,20-01-2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81
446,447,20-01-2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.19399999999999998,8,62,70
447,448,20-01-2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91
448,449,20-01-2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
449,450,20-01-2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.19399999999999998,1,184,185
450,451,20-01-2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
451,452,20-01-2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
452,453,20-01-2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57
453,454,20-01-2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
454,455,20-01-2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
455,456,21-01-2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
456,457,21-01-2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
457,458,21-01-2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
458,459,21-01-2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
459,460,21-01-2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1
460,461,21-01-2011,1,0,1,5,0,5,1,1,0.24,0.19699999999999998,0.6,0.4179,1,4,5
461,462,21-01-2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
462,463,21-01-2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
463,464,21-01-2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217
464,465,21-01-2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166
465,466,21-01-2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
466,467,21-01-2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
467,468,21-01-2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
468,469,21-01-2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73
469,470,21-01-2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
470,471,21-01-2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
471,472,21-01-2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97
472,473,21-01-2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
473,474,21-01-2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120
474,475,21-01-2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96
475,476,21-01-2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
476,477,21-01-2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41
477,478,21-01-2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34
478,479,21-01-2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27
479,480,22-01-2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
480,481,22-01-2011,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12
481,482,22-01-2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
482,483,22-01-2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7
483,484,22-01-2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
484,485,22-01-2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2
485,486,22-01-2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8
486,487,22-01-2011,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27
487,488,22-01-2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40
488,489,22-01-2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
489,490,22-01-2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
490,491,22-01-2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70
491,492,22-01-2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84
492,493,22-01-2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75
493,494,22-01-2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103
494,495,22-01-2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.19399999999999998,11,72,83
495,496,22-01-2011,1,0,1,17,0,6,0,1,0.12,0.19699999999999998,0.28,0.0,8,59,67
496,497,22-01-2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.19399999999999998,0,54,54
497,498,22-01-2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59
498,499,22-01-2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
499,500,22-01-2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
500,501,22-01-2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30
501,502,22-01-2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
502,503,23-01-2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22
503,504,23-01-2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13
504,505,23-01-2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18
505,506,23-01-2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5
506,507,23-01-2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3
507,508,23-01-2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1
508,509,23-01-2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2
509,510,23-01-2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19
510,511,23-01-2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28
511,512,23-01-2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58
512,513,23-01-2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99
513,514,23-01-2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116
514,515,23-01-2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87
515,516,23-01-2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110
516,517,23-01-2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77
517,518,23-01-2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65
518,519,23-01-2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55
519,520,23-01-2011,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49
520,521,23-01-2011,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50
521,522,23-01-2011,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35
522,523,23-01-2011,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.19399999999999998,5,20,25
523,524,23-01-2011,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.19399999999999998,5,23,28
524,525,23-01-2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21
525,526,24-01-2011,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.19399999999999998,0,7,7
526,527,24-01-2011,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.19399999999999998,0,1,1
527,528,24-01-2011,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1
528,529,24-01-2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1
529,530,24-01-2011,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5
530,531,24-01-2011,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15
531,532,24-01-2011,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84
532,533,24-01-2011,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177
533,534,24-01-2011,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102
534,535,24-01-2011,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40
535,536,24-01-2011,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46
536,537,24-01-2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.19399999999999998,11,52,63
