,nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
46,46.0,561.0,315.0,3.0,165.0,432.0,128.0,1275.0,1031.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,985.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10223.0,1374.0,685.0,90.0,728.0,413.0,855.0,458.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1475.0,1.0,1.0
47,47.0,828.0,180.0,90.0,150.0,194.0,485.0,140.0,105.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,588.0,1.0,2817,7,32,180,95,166,220,146,128,?,?,?,?,?,?,?,?,?,?,?,?,4140,3803,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6924.0,364.0,175.0,150.0,300.0,128.0,635.0,612.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,4230.0,297.0,1.0,2.0
48,48.0,4562.0,3637.0,3296.0,90.0,370.0,671.0,795.0,654.0,700.0,460,649,700,1885,1625,308,?,?,?,?,?,?,3780.0,904.0,2.0,12999,2388,2238,90,193,671,815,498,700,1105,1418,700,1850,1312,308,?,?,?,?,?,?,3780,1220,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7406.0,670.0,11.0,300.0,911.0,308.0,930.0,951.0,597.0,?,?,?,?,?,?,?,?,?,?,?,?,2760.0,3792.0,1.0,2.0
49,49.0,13455.0,3325.0,2849.0,300.0,716.0,411.0,1100.0,827.0,349.0,1785,2014,349,2826,2927,614,?,?,?,?,?,?,384.0,2.0,2.0,10674,1064,80,240,1164,815,265,244,614,?,?,?,?,?,?,?,?,?,?,?,?,5460,4262,1,10584,986,95,240,1073,815,265,202,614,?,?,?,?,?,?,?,?,?,?,?,?,5460,1202,1,9408.0,43.0,21.0,150.0,157.0,614.0,455.0,143.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3565.0,3720.0,1.0,3.0
50,50.0,8283.0,555.0,280.0,90.0,302.0,431.0,1780.0,1482.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,71.0,1.0,10660,1371,785,90,621,128,1225,1006,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,55,1,6781,2558,810,90,1777,485,1240,1016,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,38,1,6543.0,1156.0,459.0,90.0,727.0,700.0,905.0,514.0,597.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,2293.0,1.0,3.0
51,51.0,8168.0,3144.0,2917.0,300.0,567.0,431.0,811.0,528.0,256.0,?,?,?,?,?,?,?,?,?,?,?,?,3885.0,1369.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3255.0,14221.0,13324.0,90.0,927.0,256.0,1240.0,960.0,700.0,550,829,700,890,607,108,?,?,?,?,?,?,3780.0,179.0,2.0,1.0
52,52.0,3231.0,1281.0,537.0,240.0,927.0,456.0,1015.0,971.0,128.0,485,534,128,510,401,233,?,?,?,?,?,?,3960.0,111.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7155.0,379.0,62.0,240.0,497.0,233.0,385.0,147.0,398.0,?,?,?,?,?,?,?,?,?,?,?,?,9700.0,5098.0,1.0,1.0
53,53.0,5025.0,1085.0,267.0,180.0,938.0,597.0,1050.0,1009.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5040.0,2203.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10962.0,146.0,65.0,135.0,165.0,815.0,215.0,151.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4890.0,20.0,1.0,1.0
54,54.0,7498.0,1162.0,99.0,210.0,1213.0,663.0,265.0,157.0,815.0,1355,1485,815,930,778,476,?,?,?,?,?,?,6990.0,3164.0,2.0,11050,1045,89,240,1168,815,940,780,476,?,?,?,?,?,?,?,?,?,?,?,?,6990,1329,1,3142,2291,2148,90,161,671,820,436,700,160,585,700,1425,952,476,?,?,?,?,?,?,3780,1014,2,424.0,1548.0,663.0,150.0,986.0,476.0,645.0,625.0,128.0,310,326,128,125,115,727,?,?,?,?,?,?,4230.0,3885.0,2.0,3.0
55,55.0,11109.0,264.0,126.0,155.0,291.0,134.0,100.0,263.0,281.0,680,461,281,255,459,524,?,?,?,?,?,?,2880.0,1000.0,2.0,10966,987,74,240,1106,815,380,229,524,?,?,?,?,?,?,?,?,?,?,?,?,5460,53,1,7039,140,65,150,180,128,185,229,524,?,?,?,?,?,?,?,?,?,?,?,?,4230,1000,1,8732.0,930.0,870.0,300.0,318.0,524.0,805.0,695.0,555.0,845,989,555,590,409,695,?,?,?,?,?,?,1140.0,1598.0,2.0,3.0
56,56.0,8679.0,845.0,170.0,180.0,801.0,761.0,345.0,217.0,609.0,290,429,609,695,767,527,?,?,?,?,?,?,1440.0,363.0,2.0,11042,202,203,240,179,815,295,136,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,102,1,4769,1688,54,240,1833,815,295,229,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,85,1,6358.0,185.0,113.0,150.0,174.0,527.0,220.0,145.0,571.0,?,?,?,?,?,?,?,?,?,?,?,?,375.0,763.0,1.0,3.0
57,57.0,11694.0,291.0,2.0,240.0,486.0,809.0,725.0,507.0,128.0,2990,3143,128,1620,1016,770,?,?,?,?,?,?,3960.0,212.0,2.0,10394,161,27,240,318,798,695,745,128,370,211,128,1620,1392,770,?,?,?,?,?,?,3960,226,2,10379,212,115,240,323,798,695,569,128,370,360,128,1620,1672,770,?,?,?,?,?,?,3960,908,2,1062.0,1028.0,451.0,150.0,672.0,770.0,385.0,160.0,128.0,145,386,128,125,108,361,?,?,?,?,?,?,4230.0,28.0,2.0,3.0
58,58.0,4613.0,135.0,58.0,135.0,168.0,815.0,285.0,204.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,709.0,1.0,8834,1367,374,90,1024,700,1285,943,485,?,?,?,?,?,?,?,?,?,?,?,?,3780,1242,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6405.0,1190.0,854.0,90.0,519.0,485.0,1240.0,897.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,93.0,1.0,2.0
59,59.0,10507.0,682.0,95.0,240.0,776.0,815.0,200.0,168.0,233.0,?,?,?,?,?,?,?,?,?,?,?,?,5220.0,407.0,1.0,3903,508,284,240,416,286,985,824,128,750,714,128,510,484,233,?,?,?,?,?,?,3960,126,2,5407,5234,1659,90,3593,308,1040,686,233,?,?,?,?,?,?,?,?,?,?,?,?,3780,791,1,6078.0,2863.0,1096.0,90.0,1793.0,233.0,1035.0,547.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,6564.0,1.0,3.0
60,60.0,234.0,122.0,83.0,300.0,275.0,609.0,820.0,631.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5315.0,15.0,1.0,10565,3690,560,300,3370,411,1100,811,349,1155,1443,349,770,525,815,?,?,?,?,?,?,340,148,2,5830,362,184,150,268,391,385,117,815,?,?,?,?,?,?,?,?,?,?,?,?,3190,566,1,4688.0,1145.0,84.0,240.0,1241.0,815.0,760.0,680.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,7680.0,828.0,1.0,3.0
61,61.0,8585.0,2984.0,2737.0,150.0,346.0,411.0,585.0,559.0,128.0,400,451,128,1050,127,727,?,?,?,?,?,?,3300.0,1433.0,2.0,5563,239,23,150,315,476,915,667,128,400,642,128,1050,574,727,?,?,?,?,?,?,3300,95,2,1424,1378,1263,240,284,411,855,717,128,340,436,128,2820,2434,727,?,?,?,?,?,?,3960,34,2,5981.0,94.0,86.0,120.0,57.0,727.0,125.0,224.0,101.0,?,?,?,?,?,?,?,?,?,?,?,?,2880.0,2371.0,1.0,3.0
62,62.0,12419.0,1439.0,372.0,150.0,1167.0,281.0,115.0,136.0,128.0,280,266,128,775,791,700,?,?,?,?,?,?,4230.0,1572.0,2.0,13665,495,154,90,361,538,935,576,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,135,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6342.0,2444.0,1567.0,90.0,907.0,700.0,845.0,483.0,628.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1361.0,1.0,2.0
63,63.0,12117.0,2183.0,2047.0,180.0,304.0,671.0,1200.0,897.0,349.0,1030,1285,349,340,256,481,?,?,?,?,?,?,920.0,995.0,2.0,12432,1087,713,180,494,671,1170,1735,349,3000,2406,349,570,501,481,?,?,?,?,?,?,350,120,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12949.0,1539.0,1639.0,600.0,426.0,481.0,1740.0,1690.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,420.0,1703.0,1.0,2.0
64,64.0,9449.0,171.0,71.0,150.0,202.0,614.0,455.0,191.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3565.0,3724.0,1.0,38,152,144,150,88,431,795,501,815,?,?,?,?,?,?,?,?,?,?,?,?,2880,162,1,12360,661,245,210,571,233,375,174,815,?,?,?,?,?,?,?,?,?,?,?,?,5475,56,1,11106.0,1344.0,304.0,240.0,1225.0,815.0,780.0,762.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,7680.0,2775.0,1.0,3.0
65,65.0,7564.0,151.0,136.0,150.0,107.0,614.0,455.0,182.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3565.0,855.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7582.0,1064.0,148.0,180.0,1039.0,815.0,225.0,163.0,128.0,835,859,128,390,238,678,?,?,?,?,?,?,3960.0,1759.0,2.0,1.0
66,66.0,10705.0,4845.0,4404.0,270.0,678.0,700.0,810.0,816.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,5758.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8185.0,950.0,338.0,150.0,702.0,349.0,50.0,80.0,815.0,2330,2295,815,945,774,403,?,?,?,?,?,?,5160.0,1116.0,2.0,1.0
67,67.0,8425.0,131.0,19.0,150.0,204.0,101.0,155.0,127.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,104.0,1.0,9480,496,336,90,278,579,1010,612,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,2889,1,4471,273,63,240,404,815,215,161,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,9767,1,13634.0,817.0,10.0,240.0,1046.0,128.0,785.0,468.0,809.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,220.0,1.0,3.0
68,68.0,11901.0,2292.0,36.0,240.0,2452.0,128.0,970.0,723.0,456.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,306.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1178.0,1481.0,600.0,90.0,905.0,456.0,880.0,561.0,700.0,110,440,700,2315,1514,411,?,?,?,?,?,?,3420.0,4422.0,2.0,1.0
69,69.0,6777.0,1095.0,635.0,90.0,511.0,485.0,1240.0,995.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,166.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6097.0,700.0,476.0,90.0,297.0,700.0,1935.0,1388.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1976.0,1.0,1.0
70,70.0,12335.0,982.0,327.0,150.0,758.0,281.0,155.0,168.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,218.0,1.0,13445,379,296,150,189,485,385,179,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5340.0,93.0,25.0,150.0,184.0,128.0,840.0,157.0,238.0,?,?,?,?,?,?,?,?,?,?,?,?,3540.0,591.0,1.0,2.0
71,71.0,13171.0,1076.0,434.0,90.0,694.0,700.0,850.0,547.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,4051.0,1.0,923,1927,52,165,1995,236,1075,900,413,?,?,?,?,?,?,?,?,?,?,?,?,3960,1109,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7633.0,1592.0,1279.0,90.0,362.0,413.0,860.0,586.0,700.0,35,294,700,790,515,635,?,?,?,?,?,?,3780.0,793.0,2.0,2.0
72,72.0,13743.0,32.0,45.0,240.0,195.0,128.0,785.0,517.0,809.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,232.0,1.0,1474,1210,1217,300,257,571,815,800,809,?,?,?,?,?,?,?,?,?,?,?,?,3960,1965,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4840.0,515.0,445.0,420.0,481.0,809.0,910.0,704.0,371.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,185.0,1.0,2.0
73,73.0,11804.0,1820.0,362.0,300.0,1866.0,609.0,735.0,542.0,281.0,385,335,281,435,453,179,?,?,?,?,?,?,4050.0,331.0,2.0,9852,2435,187,300,2531,628,920,713,128,1405,1507,128,1220,775,179,?,?,?,?,?,?,3960,372,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4836.0,295.0,105.0,180.0,340.0,179.0,540.0,238.0,281.0,340,611,281,810,738,597,?,?,?,?,?,?,4110.0,135.0,2.0,2.0
74,74.0,6531.0,92.0,76.0,240.0,211.0,128.0,970.0,790.0,456.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,180.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2676.0,1176.0,311.0,150.0,1043.0,456.0,790.0,794.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,965.0,1.0,1.0
75,75.0,11836.0,1450.0,1938.0,300.0,1192.0,409.0,720.0,1058.0,281.0,405,206,281,1050,1026,134,?,?,?,?,?,?,4050.0,2961.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11054.0,100.0,71.0,155.0,84.0,134.0,90.0,85.0,610.0,?,?,?,?,?,?,?,?,?,?,?,?,2880.0,166.0,1.0,1.0
76,76.0,10419.0,1359.0,171.0,240.0,1383.0,815.0,760.0,713.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,7680.0,1104.0,1.0,4220,1100,114,240,1190,815,760,700,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,2423,1,11387,862,335,150,625,366,130,130,128,250,264,128,555,616,609,?,?,?,?,?,?,4230,1703,2,8706.0,257.0,156.0,240.0,291.0,609.0,765.0,816.0,128.0,420,374,128,380,126,485,?,?,?,?,?,?,3960.0,3091.0,2.0,3.0
77,77.0,12361.0,808.0,256.0,210.0,705.0,233.0,375.0,346.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5300.0,15.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10542.0,46.0,33.0,135.0,90.0,815.0,285.0,194.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,295.0,1.0,1.0
78,78.0,9073.0,3026.0,1791.0,90.0,1266.0,441.0,1105.0,712.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,338.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3550.0,5041.0,4266.0,90.0,846.0,700.0,1155.0,694.0,426.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,60.0,1.0,1.0
79,79.0,1025.0,1420.0,1343.0,300.0,329.0,753.0,1320.0,1157.0,128.0,1055,1087,128,510,441,233,?,?,?,?,?,?,3960.0,78.0,2.0,5,1345,703,300,891,789,1050,895,128,350,392,128,510,553,233,?,?,?,?,?,?,3960,1363,2,12072,259,321,300,237,753,1320,1128,128,1055,1074,128,510,333,233,?,?,?,?,?,?,3960,111,2,7750.0,13176.0,12116.0,90.0,1095.0,233.0,1375.0,1159.0,700.0,340,568,700,585,143,257,?,?,?,?,?,?,3780.0,2985.0,2.0,3.0
80,80.0,5280.0,6286.0,5888.0,180.0,508.0,809.0,1240.0,1281.0,149.0,1855,1841,149,720,598,700,?,?,?,?,?,?,6900.0,318.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9193.0,1962.0,1677.0,300.0,553.0,700.0,1110.0,1136.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,1575.0,1.0,1.0
81,81.0,12379.0,1601.0,1436.0,150.0,261.0,281.0,115.0,116.0,128.0,710,779,128,805,670,371,?,?,?,?,?,?,4230.0,1382.0,2.0,13699,1690,1261,300,719,555,755,660,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,120,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7036.0,280.0,265.0,300.0,264.0,371.0,840.0,769.0,431.0,705,767,431,990,782,265,?,?,?,?,?,?,4020.0,24703.0,2.0,2.0
82,82.0,717.0,325.0,523.0,120.0,732.0,721.0,960.0,644.0,256.0,1230,707,256,900,739,431,?,?,?,?,?,?,720.0,2634.0,2.0,7096,455,477,300,259,371,840,668,431,?,?,?,?,?,?,?,?,?,?,?,?,1140,4826,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.0,47.0,7.0,300.0,280.0,431.0,770.0,645.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5325.0,17.0,1.0,2.0
83,83.0,2159.0,322.0,164.0,90.0,218.0,700.0,1275.0,855.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,300.0,1.0,11259,624,548,180,202,206,835,639,815,?,?,?,?,?,?,?,?,?,?,?,?,5400,4426,1,4873,124,64,240,247,476,975,827,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,777,1,3558.0,278.0,45.0,135.0,307.0,815.0,385.0,596.0,770.0,?,?,?,?,?,?,?,?,?,?,?,?,7555.0,34.0,1.0,3.0
84,84.0,9716.0,1437.0,394.0,420.0,1505.0,349.0,1190.0,904.0,597.0,?,?,?,?,?,?,?,?,?,?,?,?,665.0,8477.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2049.0,4162.0,3045.0,90.0,1192.0,597.0,915.0,527.0,700.0,465,816,700,790,485,635,?,?,?,?,?,?,3780.0,1658.0,2.0,1.0
85,85.0,14178.0,1877.0,1853.0,240.0,204.0,721.0,330.0,274.0,349.0,1410,1478,349,1074,1130,456,?,?,?,?,?,?,356.0,595.0,2.0,8648,3045,1478,600,2047,778,1275,1639,349,890,606,349,945,893,456,?,?,?,?,?,?,370,956,2,3611,406,8,270,592,349,1170,1148,456,?,?,?,?,?,?,?,?,?,?,?,?,435,7820,1,1145.0,1491.0,585.0,90.0,930.0,456.0,880.0,578.0,700.0,110,417,700,2315,1483,411,?,?,?,?,?,?,3420.0,1209.0,2.0,3.0
86,86.0,4444.0,39.0,63.0,240.0,185.0,815.0,285.0,257.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,1048.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5637.0,1995.0,1051.0,180.0,696.0,485.0,885.0,795.0,149.0,395,853,149,680,591,628,?,?,?,?,?,?,5460.0,2063.0,2.0,1.0
87,87.0,3373.0,292.0,117.0,180.0,342.0,609.0,683.0,595.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,4080.0,7534.0,1.0,2119,1966,1773,90,235,700,1275,864,349,?,?,?,?,?,?,?,?,?,?,?,?,3780,219,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13263.0,15137.0,14028.0,150.0,1170.0,349.0,395.0,1049.0,317.0,?,?,?,?,?,?,?,?,?,?,?,?,660.0,814.0,1.0,2.0
88,88.0,11163.0,2655.0,1654.0,240.0,1205.0,128.0,775.0,507.0,216.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,39275.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4936.0,404.0,156.0,270.0,452.0,216.0,735.0,601.0,815.0,1070,1222,815,535,513,243,?,?,?,?,?,?,2880.0,4158.0,2.0,1.0
89,89.0,4988.0,124.0,9.0,240.0,287.0,476.0,975.0,708.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5040.0,850.0,1.0,9431,61,38,150,111,614,455,179,815,?,?,?,?,?,?,?,?,?,?,?,?,5125,889,1,8134,1031,384,150,737,349,350,72,815,?,?,?,?,?,?,?,?,?,?,?,?,3940,253,1,10471.0,28.0,23.0,240.0,211.0,815.0,215.0,260.0,774.0,?,?,?,?,?,?,?,?,?,?,?,?,5370.0,1084.0,1.0,3.0
90,90.0,5607.0,488.0,400.0,150.0,255.0,308.0,620.0,778.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,1359.0,1.0,10115,2576,1838,150,840,628,920,675,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1341,1,4199,7391,7160,240,437,548,920,884,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,88,1,14047.0,1364.0,1135.0,240.0,443.0,128.0,740.0,557.0,798.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,136.0,1.0,3.0
91,91.0,12714.0,2057.0,694.0,90.0,1543.0,128.0,1130.0,724.0,441.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,12784.0,1.0,13401,1297,74,120,1303,236,420,281,815,465,579,815,810,682,441,?,?,?,?,?,?,5040,1408,2,8392,4407,4032,120,370,236,390,199,815,1225,1484,815,810,700,441,?,?,?,?,?,?,5040,363,2,3270.0,8852.0,8386.0,1260.0,1666.0,441.0,400.0,280.0,579.0,?,?,?,?,?,?,?,?,?,?,?,?,425.0,6805.0,1.0,3.0
92,92.0,5016.0,1447.0,551.0,180.0,1016.0,597.0,1050.0,977.0,815.0,?,?,?,?,?,?,?,?,?,?,?,?,5040.0,2166.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4019.0,1121.0,55.0,240.0,1249.0,815.0,760.0,745.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,7680.0,53.0,1.0,1.0
93,93.0,12338.0,1065.0,526.0,210.0,700.0,233.0,255.0,149.0,815.0,1175,1273,815,540,557,243,?,?,?,?,?,?,2880.0,24449.0,2.0,8405,2740,2398,150,462,349,380,1022,317,9635,8873,317,290,474,243,?,?,?,?,?,?,240,39976,2,11375,1882,1746,150,151,327,935,669,815,1225,1569,815,540,557,243,?,?,?,?,?,?,2880,24066,2,10319.0,7088.0,7168.0,240.0,107.0,243.0,185.0,705.0,317.0,1805,1214,317,755,657,403,?,?,?,?,?,?,240.0,1234.0,2.0,3.0
94,94.0,2448.0,817.0,299.0,90.0,913.0,700.0,1275.0,839.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,4442.0,1.0,9676,2245,1942,420,708,431,510,461,349,?,?,?,?,?,?,?,?,?,?,?,?,550,4742,1,12051,2277,106,240,2351,597,770,758,349,?,?,?,?,?,?,?,?,?,?,?,?,550,619,1,12291.0,5486.0,2184.0,420.0,3676.0,349.0,691.0,622.0,136.0,?,?,?,?,?,?,?,?,?,?,?,?,609.0,2242.0,1.0,3.0
