,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
340,341,2010,1,15,4,21.0,-19,-9.0,1036.0,NW,19.67,0,0
341,342,2010,1,15,5,13.0,-19,-9.0,1036.0,NE,7.15,0,0
342,343,2010,1,15,6,23.0,-20,-9.0,1037.0,NE,12.96,0,0
343,344,2010,1,15,7,26.0,-19,-9.0,1037.0,NE,18.77,0,0
344,345,2010,1,15,8,27.0,-19,-8.0,1038.0,NE,22.79,0,0
345,346,2010,1,15,9,30.0,-19,-8.0,1039.0,NE,28.6,0,0
346,347,2010,1,15,10,28.0,-19,-7.0,1039.0,NE,35.75,0,0
347,348,2010,1,15,11,26.0,-18,-6.0,1039.0,NE,41.56,0,0
348,349,2010,1,15,12,26.0,-18,-5.0,1039.0,NE,45.58,0,0
349,350,2010,1,15,13,31.0,-17,-4.0,1038.0,NW,1.79,0,0
350,351,2010,1,15,14,35.0,-16,-3.0,1037.0,cv,0.89,0,0
351,352,2010,1,15,15,36.0,-17,-3.0,1037.0,cv,1.78,0,0
352,353,2010,1,15,16,37.0,-17,-2.0,1037.0,cv,2.23,0,0
353,354,2010,1,15,17,64.0,-15,-5.0,1036.0,SE,0.89,0,0
354,355,2010,1,15,18,83.0,-15,-6.0,1036.0,cv,0.89,0,0
355,356,2010,1,15,19,91.0,-15,-6.0,1037.0,cv,1.78,0,0
356,357,2010,1,15,20,90.0,-14,-6.0,1037.0,SE,1.79,0,0
357,358,2010,1,15,21,102.0,-14,-8.0,1036.0,SE,3.58,0,0
358,359,2010,1,15,22,94.0,-14,-10.0,1037.0,cv,0.89,0,0
359,360,2010,1,15,23,87.0,-15,-11.0,1036.0,cv,1.78,0,0
360,361,2010,1,16,0,141.0,-15,-11.0,1036.0,cv,2.67,0,0
361,362,2010,1,16,1,211.0,-16,-13.0,1036.0,NE,0.89,0,0
362,363,2010,1,16,2,242.0,-16,-12.0,1036.0,cv,0.89,0,0
363,364,2010,1,16,3,271.0,-16,-13.0,1035.0,NE,0.89,0,0
364,365,2010,1,16,4,249.0,-15,-12.0,1035.0,NE,1.78,0,0
365,366,2010,1,16,5,200.0,-14,-10.0,1034.0,NW,1.79,0,0
366,367,2010,1,16,6,147.0,-15,-10.0,1034.0,NW,2.68,0,0
367,368,2010,1,16,7,114.0,-15,-11.0,1034.0,NW,4.47,0,0
368,369,2010,1,16,8,102.0,-15,-11.0,1034.0,NW,6.26,0,0
369,370,2010,1,16,9,108.0,-14,-9.0,1034.0,NW,8.05,0,0
370,371,2010,1,16,10,135.0,-14,-9.0,1034.0,NW,9.84,0,0
371,372,2010,1,16,11,120.0,-13,-6.0,1034.0,cv,0.89,0,0
372,373,2010,1,16,12,148.0,-13,-5.0,1033.0,NW,1.79,0,0
373,374,2010,1,16,13,127.0,-12,-4.0,1031.0,cv,0.89,0,0
374,375,2010,1,16,14,128.0,-12,-3.0,1031.0,cv,1.78,0,0
375,376,2010,1,16,15,140.0,-12,-3.0,1030.0,cv,2.67,0,0
376,377,2010,1,16,16,148.0,-11,-3.0,1030.0,cv,3.56,0,0
377,378,2010,1,16,17,150.0,-11,-4.0,1031.0,NE,0.89,0,0
378,379,2010,1,16,18,154.0,-12,-7.0,1031.0,cv,0.89,0,0
379,380,2010,1,16,19,197.0,-12,-7.0,1032.0,cv,1.78,0,0
380,381,2010,1,16,20,235.0,-12,-8.0,1032.0,cv,2.23,0,0
381,382,2010,1,16,21,261.0,-12,-9.0,1032.0,cv,3.12,0,0
382,383,2010,1,16,22,269.0,-13,-11.0,1032.0,NW,0.89,0,0
383,384,2010,1,16,23,266.0,-14,-11.0,1032.0,NW,2.68,0,0
384,385,2010,1,17,0,263.0,-15,-12.0,1032.0,NW,5.81,0,0
385,386,2010,1,17,1,241.0,-14,-11.0,1032.0,cv,0.45,0,0
386,387,2010,1,17,2,205.0,-14,-11.0,1031.0,cv,1.34,0,0
387,388,2010,1,17,3,160.0,-14,-12.0,1031.0,NW,1.79,0,0
388,389,2010,1,17,4,150.0,-14,-12.0,1031.0,NW,3.58,0,0
389,390,2010,1,17,5,148.0,-14,-10.0,1030.0,NW,6.71,0,0
390,391,2010,1,17,6,208.0,-14,-11.0,1030.0,NW,9.84,0,0
391,392,2010,1,17,7,209.0,-15,-10.0,1030.0,NW,11.63,0,0
392,393,2010,1,17,8,183.0,-13,-10.0,1030.0,NW,14.76,0,0
393,394,2010,1,17,9,161.0,-13,-8.0,1030.0,NW,17.89,0,0
394,395,2010,1,17,10,182.0,-12,-6.0,1030.0,cv,0.45,0,0
395,396,2010,1,17,11,230.0,-11,-5.0,1030.0,cv,1.34,0,0
396,397,2010,1,17,12,170.0,-11,-4.0,1029.0,cv,2.23,0,0
397,398,2010,1,17,13,172.0,-11,-3.0,1028.0,cv,3.12,0,0
398,399,2010,1,17,14,154.0,-10,-1.0,1027.0,cv,4.01,0,0
399,400,2010,1,17,15,166.0,-11,-1.0,1027.0,cv,4.46,0,0
400,401,2010,1,17,16,177.0,-10,-1.0,1026.0,SE,0.89,0,0
401,402,2010,1,17,17,191.0,-10,-3.0,1026.0,SE,1.78,0,0
402,403,2010,1,17,18,212.0,-10,-5.0,1027.0,SE,2.67,0,0
403,404,2010,1,17,19,250.0,-10,-6.0,1027.0,NE,0.89,0,0
404,405,2010,1,17,20,268.0,-11,-7.0,1027.0,cv,0.45,0,0
405,406,2010,1,17,21,317.0,-10,-7.0,1027.0,cv,0.9,0,0
406,407,2010,1,17,22,291.0,-11,-9.0,1027.0,cv,1.35,0,0
407,408,2010,1,17,23,313.0,-12,-9.0,1027.0,NE,0.89,0,0
408,409,2010,1,18,0,282.0,-12,-10.0,1028.0,cv,0.89,0,0
409,410,2010,1,18,1,282.0,-13,-11.0,1028.0,NW,3.13,0,0
410,411,2010,1,18,2,303.0,-11,-9.0,1028.0,NW,4.92,0,0
411,412,2010,1,18,3,349.0,-13,-10.0,1028.0,NW,6.71,0,0
412,413,2010,1,18,4,407.0,-13,-11.0,1028.0,NW,7.6,0,0
413,414,2010,1,18,5,361.0,-13,-11.0,1027.0,NE,1.79,0,0
414,415,2010,1,18,6,234.0,-14,-11.0,1028.0,NW,0.89,0,0
415,416,2010,1,18,7,149.0,-14,-11.0,1028.0,NW,4.02,0,0
416,417,2010,1,18,8,147.0,-14,-11.0,1028.0,NW,5.81,0,0
417,418,2010,1,18,9,184.0,-11,-6.0,1028.0,NW,9.83,0,0
418,419,2010,1,18,10,161.0,-10,-5.0,1028.0,NW,11.62,0,0
419,420,2010,1,18,11,137.0,-9,-3.0,1028.0,NW,13.41,0,0
420,421,2010,1,18,12,146.0,-8,-1.0,1027.0,NW,15.2,0,0
421,422,2010,1,18,13,144.0,-9,0.0,1026.0,NW,16.99,0,0
422,423,2010,1,18,14,154.0,-9,1.0,1025.0,NE,1.79,0,0
423,424,2010,1,18,15,173.0,-9,1.0,1025.0,cv,0.89,0,0
424,425,2010,1,18,16,188.0,-8,1.0,1025.0,SE,0.89,0,0
425,426,2010,1,18,17,203.0,-7,-1.0,1025.0,SE,2.68,0,0
426,427,2010,1,18,18,233.0,-7,-2.0,1025.0,cv,0.89,0,0
427,428,2010,1,18,19,408.0,-7,-3.0,1025.0,SE,0.89,0,0
428,429,2010,1,18,20,435.0,-5,-2.0,1026.0,cv,0.89,0,0
429,430,2010,1,18,21,403.0,-5,-1.0,1026.0,NW,1.79,0,0
430,431,2010,1,18,22,360.0,-5,-1.0,1026.0,NW,3.58,0,0
431,432,2010,1,18,23,402.0,-6,-1.0,1026.0,cv,0.89,0,0
432,433,2010,1,19,0,358.0,-4,-1.0,1025.0,NW,1.79,0,0
433,434,2010,1,19,1,383.0,-5,-1.0,1024.0,NW,4.92,0,0
434,435,2010,1,19,2,332.0,-5,-1.0,1024.0,NW,6.71,0,0
435,436,2010,1,19,3,274.0,-5,-1.0,1023.0,NW,8.5,0,0
436,437,2010,1,19,4,256.0,-4,-1.0,1022.0,NW,10.29,0,0
437,438,2010,1,19,5,302.0,-4,-1.0,1021.0,NW,11.18,0,0
438,439,2010,1,19,6,330.0,-4,-1.0,1021.0,NW,12.07,0,0
439,440,2010,1,19,7,367.0,-4,-1.0,1021.0,NW,13.86,0,0
440,441,2010,1,19,8,297.0,-4,0.0,1021.0,cv,0.89,0,0
441,442,2010,1,19,9,331.0,-4,0.0,1021.0,NW,1.79,0,0
442,443,2010,1,19,10,323.0,-4,0.0,1021.0,cv,0.89,0,0
443,444,2010,1,19,11,339.0,-5,1.0,1021.0,NW,1.79,0,0
444,445,2010,1,19,12,301.0,-5,1.0,1020.0,cv,0.89,0,0
445,446,2010,1,19,13,310.0,-4,1.0,1019.0,cv,1.34,0,0
446,447,2010,1,19,14,305.0,-4,1.0,1018.0,NE,0.89,0,0
447,448,2010,1,19,15,313.0,-3,2.0,1018.0,cv,0.45,0,0
448,449,2010,1,19,16,336.0,-3,2.0,1018.0,cv,1.34,0,0
449,450,2010,1,19,17,357.0,-2,2.0,1018.0,NE,0.89,0,0
450,451,2010,1,19,18,485.0,-3,1.0,1018.0,cv,0.89,0,0
451,452,2010,1,19,19,426.0,-3,2.0,1020.0,NW,1.79,0,0
452,453,2010,1,19,20,403.0,-3,1.0,1020.0,NW,4.92,0,0
453,454,2010,1,19,21,374.0,-3,0.0,1021.0,NW,6.71,0,0
454,455,2010,1,19,22,333.0,-3,0.0,1021.0,NW,8.5,0,0
455,456,2010,1,19,23,343.0,-3,1.0,1020.0,NW,11.63,0,0
456,457,2010,1,20,0,364.0,-2,0.0,1021.0,NW,14.76,0,0
457,458,2010,1,20,1,389.0,-2,-1.0,1022.0,NW,16.55,0,0
458,459,2010,1,20,2,368.0,-4,-2.0,1022.0,NW,19.68,0,0
459,460,2010,1,20,3,267.0,-2,-1.0,1023.0,NW,25.49,0,0
460,461,2010,1,20,4,71.0,-3,1.0,1023.0,NW,28.62,0,0
461,462,2010,1,20,5,81.0,-3,0.0,1024.0,NW,31.75,0,0
462,463,2010,1,20,6,51.0,-5,2.0,1026.0,NW,36.67,0,0
463,464,2010,1,20,7,49.0,-9,1.0,1027.0,NW,41.59,0,0
464,465,2010,1,20,8,44.0,-10,0.0,1028.0,NW,48.74,0,0
465,466,2010,1,20,9,45.0,-10,0.0,1030.0,NW,55.89,0,0
466,467,2010,1,20,10,35.0,-11,1.0,1032.0,NW,63.04,0,0
467,468,2010,1,20,11,29.0,-13,0.0,1033.0,NW,71.09,0,0
468,469,2010,1,20,12,27.0,-13,0.0,1033.0,NW,78.24,0,0
469,470,2010,1,20,13,29.0,-13,-1.0,1033.0,NE,8.05,0,0
470,471,2010,1,20,14,16.0,-13,-1.0,1032.0,NW,7.15,0,0
471,472,2010,1,20,15,23.0,-15,-1.0,1032.0,NE,5.81,0,0
472,473,2010,1,20,16,28.0,-14,-1.0,1033.0,NW,5.81,0,0
473,474,2010,1,20,17,22.0,-15,-2.0,1033.0,NW,12.96,0,0
474,475,2010,1,20,18,11.0,-16,-3.0,1034.0,NW,21.01,0,0
475,476,2010,1,20,19,25.0,-17,-4.0,1035.0,NW,28.16,0,0
476,477,2010,1,20,20,16.0,-19,-3.0,1036.0,NW,37.99,0,0
477,478,2010,1,20,21,20.0,-18,-4.0,1037.0,NW,46.93,0,0
478,479,2010,1,20,22,20.0,-19,-4.0,1038.0,NW,55.87,0,0
479,480,2010,1,20,23,18.0,-19,-5.0,1038.0,NW,65.7,0,0
480,481,2010,1,21,0,18.0,-20,-6.0,1038.0,NW,75.53,0,0
481,482,2010,1,21,1,17.0,-20,-6.0,1038.0,NW,85.36,0,0
482,483,2010,1,21,2,17.0,-20,-7.0,1038.0,NW,95.19,0,0
483,484,2010,1,21,3,17.0,-22,-8.0,1038.0,NW,103.24,0,0
484,485,2010,1,21,4,15.0,-23,-8.0,1038.0,NW,111.29,0,0
485,486,2010,1,21,5,19.0,-24,-9.0,1038.0,NW,118.44,0,0
486,487,2010,1,21,6,16.0,-24,-9.0,1038.0,NW,128.27,0,0
487,488,2010,1,21,7,18.0,-25,-9.0,1038.0,NW,138.1,0,0
488,489,2010,1,21,8,18.0,-25,-8.0,1039.0,NW,147.04,0,0
489,490,2010,1,21,9,18.0,-25,-8.0,1039.0,NW,155.98,0,0
490,491,2010,1,21,10,26.0,-22,-7.0,1039.0,NW,160.9,0,0
491,492,2010,1,21,11,26.0,-22,-7.0,1038.0,NE,3.13,0,0
492,493,2010,1,21,12,25.0,-22,-5.0,1037.0,NW,4.02,0,0
493,494,2010,1,21,13,24.0,-21,-5.0,1035.0,NE,3.13,0,0
494,495,2010,1,21,14,15.0,-21,-4.0,1034.0,SE,1.79,0,0
495,496,2010,1,21,15,17.0,-20,-3.0,1034.0,NE,1.79,0,0
496,497,2010,1,21,16,15.0,-21,-2.0,1033.0,NW,4.92,0,0
497,498,2010,1,21,17,21.0,-20,-2.0,1033.0,NW,10.73,0,0
498,499,2010,1,21,18,40.0,-20,-2.0,1034.0,NW,15.65,0,0
499,500,2010,1,21,19,51.0,-19,-3.0,1034.0,NW,21.46,0,0
500,501,2010,1,21,20,45.0,-19,-3.0,1035.0,NW,25.48,0,0
501,502,2010,1,21,21,61.0,-17,-8.0,1035.0,NE,0.89,0,0
502,503,2010,1,21,22,72.0,-18,-9.0,1035.0,NW,1.79,0,0
503,504,2010,1,21,23,38.0,-18,-9.0,1035.0,NW,3.58,0,0
504,505,2010,1,22,0,35.0,-18,-6.0,1036.0,NW,7.6,0,0
505,506,2010,1,22,1,29.0,-20,-4.0,1037.0,NW,17.43,0,0
506,507,2010,1,22,2,26.0,-21,-5.0,1037.0,NW,27.26,0,0
507,508,2010,1,22,3,18.0,-21,-6.0,1037.0,NW,35.31,0,0
508,509,2010,1,22,4,15.0,-20,-7.0,1036.0,NW,42.46,0,0
509,510,2010,1,22,5,15.0,-20,-7.0,1035.0,NW,48.27,0,0
510,511,2010,1,22,6,22.0,-20,-7.0,1035.0,NW,54.08,0,0
511,512,2010,1,22,7,21.0,-20,-7.0,1036.0,NW,59.0,0,0
512,513,2010,1,22,8,19.0,-19,-7.0,1036.0,NW,63.92,0,0
513,514,2010,1,22,9,22.0,-20,-5.0,1036.0,NW,67.94,0,0
514,515,2010,1,22,10,25.0,-19,-4.0,1036.0,NW,75.09,0,0
515,516,2010,1,22,11,22.0,-19,-4.0,1036.0,NW,84.03,0,0
516,517,2010,1,22,12,26.0,-19,-3.0,1035.0,NW,95.21,0,0
517,518,2010,1,22,13,32.0,-18,-3.0,1034.0,NW,105.04,0,0
518,519,2010,1,22,14,30.0,-19,-2.0,1033.0,NW,114.87,0,0
519,520,2010,1,22,15,32.0,-18,-2.0,1032.0,NW,124.7,0,0
520,521,2010,1,22,16,30.0,-18,-2.0,1032.0,NW,133.64,0,0
521,522,2010,1,22,17,32.0,-18,-2.0,1032.0,NW,139.45,0,0
522,523,2010,1,22,18,37.0,-18,-3.0,1032.0,NW,144.37,0,0
523,524,2010,1,22,19,49.0,-17,-5.0,1033.0,NW,149.29,0,0
524,525,2010,1,22,20,47.0,-18,-4.0,1033.0,NW,153.31,0,0
525,526,2010,1,22,21,39.0,-17,-4.0,1032.0,NW,159.12,0,0
526,527,2010,1,22,22,35.0,-17,-4.0,1032.0,NW,164.04,0,0
527,528,2010,1,22,23,48.0,-17,-7.0,1032.0,NW,168.06,0,0
528,529,2010,1,23,0,49.0,-17,-4.0,1033.0,NW,172.08,0,0
529,530,2010,1,23,1,24.0,-17,-8.0,1033.0,cv,0.89,0,0
530,531,2010,1,23,2,23.0,-17,-5.0,1032.0,NW,4.92,0,0
531,532,2010,1,23,3,20.0,-18,-6.0,1032.0,NW,8.05,0,0
532,533,2010,1,23,4,19.0,-18,-5.0,1031.0,NW,12.97,0,0
533,534,2010,1,23,5,16.0,-18,-6.0,1031.0,NW,16.1,0,0
534,535,2010,1,23,6,22.0,-18,-7.0,1031.0,NW,20.12,0,0
535,536,2010,1,23,7,24.0,-18,-7.0,1031.0,NW,24.14,0,0
536,537,2010,1,23,8,24.0,-18,-6.0,1031.0,NW,25.93,0,0
537,538,2010,1,23,9,41.0,-18,-2.0,1031.0,NW,30.85,0,0
538,539,2010,1,23,10,23.0,-17,-1.0,1031.0,NW,38.9,0,0
539,540,2010,1,23,11,19.0,-17,0.0,1030.0,NW,46.95,0,0
540,541,2010,1,23,12,15.0,-19,1.0,1029.0,NW,55.0,0,0
541,542,2010,1,23,13,19.0,-20,2.0,1027.0,NW,63.05,0,0
542,543,2010,1,23,14,17.0,-19,2.0,1025.0,NW,71.1,0,0
543,544,2010,1,23,15,17.0,-19,3.0,1024.0,NW,79.15,0,0
544,545,2010,1,23,16,22.0,-19,3.0,1024.0,NW,86.3,0,0
545,546,2010,1,23,17,,-18,2.0,1024.0,NW,91.22,0,0
546,547,2010,1,23,18,,-18,1.0,1024.0,NW,96.14,0,0
547,548,2010,1,23,19,,-17,0.0,1024.0,NW,100.16,0,0
548,549,2010,1,23,20,,-18,0.0,1024.0,SE,1.79,0,0
549,550,2010,1,23,21,,-15,-3.0,1024.0,cv,0.89,0,0
550,551,2010,1,23,22,,-16,0.0,1023.0,NW,1.79,0,0
551,552,2010,1,23,23,,-16,0.0,1023.0,NW,4.92,0,0
552,553,2010,1,24,0,,-15,-2.0,1022.0,NW,6.71,0,0
553,554,2010,1,24,1,,-14,-7.0,1022.0,cv,0.45,0,0
554,555,2010,1,24,2,,-14,-8.0,1021.0,NW,1.79,0,0
555,556,2010,1,24,3,,-16,-11.0,1021.0,NW,3.58,0,0
556,557,2010,1,24,4,,-14,-9.0,1019.0,NW,4.47,0,0
557,558,2010,1,24,5,,-15,-10.0,1019.0,cv,0.89,0,0
558,559,2010,1,24,6,,-16,-12.0,1019.0,SE,0.89,0,0
559,560,2010,1,24,7,,-15,-12.0,1019.0,cv,0.89,0,0
560,561,2010,1,24,8,,-16,-13.0,1019.0,NE,1.79,0,0
561,562,2010,1,24,9,,-13,-7.0,1020.0,cv,0.89,0,0
562,563,2010,1,24,10,,-12,-4.0,1019.0,cv,1.78,0,0
563,564,2010,1,24,11,,-13,0.0,1019.0,cv,2.67,0,0
564,565,2010,1,24,12,,-16,4.0,1018.0,NW,4.02,0,0
565,566,2010,1,24,13,,-19,5.0,1017.0,NW,13.85,0,0
566,567,2010,1,24,14,,-18,5.0,1017.0,NW,22.79,0,0
567,568,2010,1,24,15,,-19,5.0,1017.0,NW,32.62,0,0
568,569,2010,1,24,16,,-20,5.0,1018.0,NW,40.67,0,0
569,570,2010,1,24,17,,-19,3.0,1020.0,NW,49.61,0,0
570,571,2010,1,24,18,,-18,1.0,1023.0,NW,61.68,0,0
571,572,2010,1,24,19,,-20,-1.0,1027.0,NW,76.88,0,0
572,573,2010,1,24,20,,-20,-2.0,1028.0,NW,89.84,0,0
573,574,2010,1,24,21,,-21,-3.0,1029.0,NW,98.78,0,0
574,575,2010,1,24,22,,-25,-4.0,1030.0,NW,113.98,0,0
575,576,2010,1,24,23,,-26,-5.0,1031.0,NW,129.18,0,0
576,577,2010,1,25,0,,-25,-5.0,1031.0,NW,141.25,0,0
577,578,2010,1,25,1,,-25,-6.0,1031.0,NW,150.19,0,0
578,579,2010,1,25,2,,-24,-6.0,1032.0,NW,162.26,0,0
579,580,2010,1,25,3,,-24,-6.0,1033.0,NW,172.09,0,0
580,581,2010,1,25,4,,-23,-6.0,1033.0,NW,181.92,0,0
581,582,2010,1,25,5,,-22,-7.0,1033.0,NW,187.73,0,0
582,583,2010,1,25,6,,-21,-7.0,1033.0,NW,192.65,0,0
583,584,2010,1,25,7,,-21,-7.0,1034.0,NW,196.67,0,0
584,585,2010,1,25,8,,-21,-6.0,1035.0,NW,201.59,0,0
585,586,2010,1,25,9,,-21,-4.0,1036.0,NW,207.4,0,0
586,587,2010,1,25,10,,-22,-3.0,1036.0,NW,216.34,0,0
587,588,2010,1,25,11,,-22,-2.0,1036.0,NW,222.15,0,0
588,589,2010,1,25,12,,-23,-1.0,1035.0,NW,230.2,0,0
589,590,2010,1,25,13,,-26,1.0,1033.0,NW,238.25,0,0
590,591,2010,1,25,14,,-25,2.0,1032.0,NW,245.4,0,0
591,592,2010,1,25,15,,-25,2.0,1031.0,NW,252.55,0,0
592,593,2010,1,25,16,,-24,2.0,1031.0,NW,257.47,0,0
593,594,2010,1,25,17,,-22,1.0,1031.0,SE,4.02,0,0
594,595,2010,1,25,18,,-19,-1.0,1031.0,SE,7.15,0,0
595,596,2010,1,25,19,,-19,-1.0,1031.0,SE,10.28,0,0
596,597,2010,1,25,20,,-17,-4.0,1031.0,SE,12.07,0,0
597,598,2010,1,25,21,,-18,-1.0,1031.0,SE,15.2,0,0
598,599,2010,1,25,22,,-18,-5.0,1030.0,cv,0.89,0,0
599,600,2010,1,25,23,,-18,-3.0,1030.0,SE,3.13,0,0
600,601,2010,1,26,0,,-16,-9.0,1030.0,cv,0.89,0,0
601,602,2010,1,26,1,,-16,-8.0,1029.0,cv,1.78,0,0
602,603,2010,1,26,2,,-16,-11.0,1029.0,cv,2.23,0,0
603,604,2010,1,26,3,,-16,-12.0,1029.0,cv,3.12,0,0
604,605,2010,1,26,4,,-16,-10.0,1028.0,NW,3.13,0,0
605,606,2010,1,26,5,,-17,-10.0,1028.0,NW,4.92,0,0
606,607,2010,1,26,6,,-17,-12.0,1027.0,NW,6.71,0,0
607,608,2010,1,26,7,,-17,-10.0,1027.0,NW,8.5,0,0
608,609,2010,1,26,8,,-18,-13.0,1028.0,NE,1.79,0,0
609,610,2010,1,26,9,,-16,-8.0,1028.0,NW,4.02,0,0
610,611,2010,1,26,10,,-16,-6.0,1027.0,NW,5.81,0,0
611,612,2010,1,26,11,,-15,-3.0,1027.0,cv,0.89,0,0
612,613,2010,1,26,12,88.0,-15,-1.0,1025.0,SE,1.79,0,0
613,614,2010,1,26,13,85.0,-18,0.0,1024.0,SE,3.58,0,0
614,615,2010,1,26,14,90.0,-19,1.0,1023.0,cv,0.89,0,0
615,616,2010,1,26,15,127.0,-18,2.0,1021.0,SE,1.79,0,0
616,617,2010,1,26,16,144.0,-17,1.0,1021.0,SE,4.92,0,0
617,618,2010,1,26,17,203.0,-14,-1.0,1021.0,SE,5.81,0,0
618,619,2010,1,26,18,199.0,-13,-3.0,1021.0,SE,6.7,0,0
619,620,2010,1,26,19,231.0,-13,-3.0,1021.0,cv,0.89,0,0
620,621,2010,1,26,20,274.0,-11,-5.0,1020.0,NE,0.89,0,0
621,622,2010,1,26,21,340.0,-13,-6.0,1020.0,NW,1.79,0,0
622,623,2010,1,26,22,298.0,-11,-5.0,1020.0,cv,0.89,0,0
623,624,2010,1,26,23,268.0,-11,-4.0,1019.0,NW,1.79,0,0
624,625,2010,1,27,0,299.0,-11,-4.0,1019.0,NW,3.58,0,0
625,626,2010,1,27,1,300.0,-12,-3.0,1018.0,NW,5.37,0,0
626,627,2010,1,27,2,240.0,-11,-4.0,1017.0,NW,7.16,0,0
627,628,2010,1,27,3,213.0,-11,-4.0,1016.0,NW,10.29,0,0
628,629,2010,1,27,4,171.0,-12,-3.0,1016.0,NW,12.08,0,0
629,630,2010,1,27,5,153.0,-11,-4.0,1016.0,NW,15.21,0,0
630,631,2010,1,27,6,153.0,-11,-5.0,1015.0,NW,17.0,0,0
631,632,2010,1,27,7,140.0,-11,-4.0,1015.0,NW,18.79,0,0
632,633,2010,1,27,8,147.0,-11,-3.0,1015.0,NE,3.13,0,0
633,634,2010,1,27,9,158.0,-10,-1.0,1015.0,NE,6.26,0,0
634,635,2010,1,27,10,153.0,-9,1.0,1015.0,NE,9.39,0,0
635,636,2010,1,27,11,154.0,-9,3.0,1015.0,NW,1.79,0,0
636,637,2010,1,27,12,143.0,-9,4.0,1014.0,NW,4.92,0,0
637,638,2010,1,27,13,90.0,-9,6.0,1013.0,NW,8.05,0,0
638,639,2010,1,27,14,55.0,-13,8.0,1012.0,NW,16.1,0,0
639,640,2010,1,27,15,52.0,-14,8.0,1013.0,NW,24.15,0,0
640,641,2010,1,27,16,41.0,-14,7.0,1014.0,NW,32.2,0,0
641,642,2010,1,27,17,29.0,-13,7.0,1015.0,NW,39.35,0,0
642,643,2010,1,27,18,37.0,-13,5.0,1016.0,NW,47.4,0,0
643,644,2010,1,27,19,49.0,-12,4.0,1018.0,NW,52.32,0,0
644,645,2010,1,27,20,56.0,-13,3.0,1019.0,NW,56.34,0,0
645,646,2010,1,27,21,38.0,-14,3.0,1020.0,NW,62.15,0,0
646,647,2010,1,27,22,37.0,-14,3.0,1021.0,NW,67.96,0,0
647,648,2010,1,27,23,28.0,-14,0.0,1022.0,NW,71.98,0,0
648,649,2010,1,28,0,20.0,-13,-1.0,1023.0,NW,76.9,0,0
649,650,2010,1,28,1,22.0,-15,-1.0,1023.0,NE,7.15,0,0
650,651,2010,1,28,2,27.0,-15,-1.0,1024.0,NE,12.07,0,0
651,652,2010,1,28,3,34.0,-15,-2.0,1025.0,NE,16.09,0,0
652,653,2010,1,28,4,27.0,-15,-2.0,1025.0,NE,21.01,0,0
653,654,2010,1,28,5,32.0,-15,-3.0,1025.0,NE,25.03,0,0
654,655,2010,1,28,6,28.0,-15,-3.0,1025.0,NW,3.13,0,0
655,656,2010,1,28,7,28.0,-15,-3.0,1026.0,NW,8.05,0,0
656,657,2010,1,28,8,18.0,-16,-3.0,1027.0,NW,12.97,0,0
657,658,2010,1,28,9,17.0,-17,-2.0,1028.0,NW,20.12,0,0
658,659,2010,1,28,10,16.0,-18,-2.0,1029.0,NW,25.93,0,0
659,660,2010,1,28,11,18.0,-19,-1.0,1028.0,NW,35.76,0,0
660,661,2010,1,28,12,16.0,-21,1.0,1027.0,NW,44.7,0,0
661,662,2010,1,28,13,12.0,-24,1.0,1026.0,NW,53.64,0,0
662,663,2010,1,28,14,13.0,-25,1.0,1026.0,NW,62.58,0,0
663,664,2010,1,28,15,23.0,-25,1.0,1026.0,NW,72.41,0,0
664,665,2010,1,28,16,21.0,-24,1.0,1026.0,NW,82.24,0,0
665,666,2010,1,28,17,13.0,-25,0.0,1026.0,NW,91.18,0,0
666,667,2010,1,28,18,14.0,-22,0.0,1027.0,NW,99.23,0,0
667,668,2010,1,28,19,23.0,-20,-1.0,1027.0,NW,103.25,0,0
668,669,2010,1,28,20,16.0,-21,-1.0,1027.0,NW,105.04,0,0
669,670,2010,1,28,21,25.0,-21,-4.0,1028.0,NE,0.89,0,0
670,671,2010,1,28,22,20.0,-21,-2.0,1027.0,NW,4.02,0,0
671,672,2010,1,28,23,25.0,-22,-2.0,1027.0,NW,7.15,0,0
672,673,2010,1,29,0,19.0,-22,-1.0,1027.0,NW,12.07,0,0
673,674,2010,1,29,1,24.0,-21,-4.0,1027.0,NW,15.2,0,0
674,675,2010,1,29,2,25.0,-21,-4.0,1026.0,cv,0.89,0,0
675,676,2010,1,29,3,20.0,-19,-8.0,1026.0,NE,1.79,0,0
676,677,2010,1,29,4,24.0,-20,-7.0,1025.0,cv,0.89,0,0
677,678,2010,1,29,5,17.0,-20,-8.0,1024.0,NW,1.79,0,0
678,679,2010,1,29,6,10.0,-18,-10.0,1024.0,cv,0.89,0,0
679,680,2010,1,29,7,11.0,-21,-2.0,1024.0,NW,4.02,0,0
680,681,2010,1,29,8,16.0,-21,-1.0,1025.0,NW,9.83,0,0
681,682,2010,1,29,9,20.0,-24,1.0,1025.0,NW,17.88,0,0
682,683,2010,1,29,10,13.0,-25,2.0,1025.0,NW,26.82,0,0
683,684,2010,1,29,11,12.0,-24,3.0,1024.0,NW,33.97,0,0
684,685,2010,1,29,12,12.0,-25,4.0,1023.0,NW,42.02,0,0
685,686,2010,1,29,13,12.0,-24,5.0,1022.0,NW,50.07,0,0
686,687,2010,1,29,14,12.0,-25,6.0,1020.0,NW,57.22,0,0
