,AGE,GENDER,DOMAIN,PhD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5
505,49,0,4,0,17,1,6,2,?,0,4,5,5,5,3,3,4,4,3,3,3,3,3,3,3,2,3,5,3,5,3,5,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,4,2,5
506,43,0,4,1,17,1,6,1,1,0,2,2,3,4,3,?,2,2,2,3,2,3,2,1,?,1,1,2,1,3,3,3,1,1,1,1,1,1,2,1,4,1,1,1,2,4,3,2,1,1,2,1,1
507,50,0,6,1,25,1,6,1,1,0,3,3,3,4,4,3,3,4,2,3,2,3,2,2,3,1,2,3,2,4,4,4,1,1,2,2,3,1,3,1,3,2,2,2,4,4,3,4,2,3,4,1,1
508,52,0,5,1,30,1,6,1,2,0,4,4,5,4,4,2,2,3,4,4,3,3,2,?,?,1,1,3,1,5,5,4,3,3,5,?,4,1,1,3,1,1,3,4,4,4,1,4,3,4,4,1,1
509,52,0,2,1,22,1,6,1,2,0,4,?,4,4,4,3,4,4,3,3,2,4,3,4,3,2,2,3,2,4,4,5,1,1,3,2,4,1,4,3,3,3,3,3,5,5,4,5,2,2,2,1,1
510,55,0,1,0,12,1,6,2,?,1,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,4,3,5,5,5,5,5,3,1,5,4,5,3,3,3,4,2,5,5,3,4,3,5,5,5,5,5,2
511,58,0,6,1,15,1,6,2,?,0,2,2,2,2,3,2,3,2,2,3,3,2,1,2,2,1,2,1,2,3,2,2,1,1,1,1,4,1,2,1,2,1,1,1,3,3,1,4,2,3,4,1,1
512,55,0,3,0,20,1,6,2,?,0,3,3,3,4,?,?,3,3,3,3,3,4,3,2,?,2,?,?,2,3,3,4,1,1,2,2,3,?,2,3,4,4,?,?,5,4,4,5,2,2,?,1,4
513,56,0,4,1,23,1,6,1,2,0,3,3,4,4,3,3,4,4,2,3,3,4,3,3,3,2,2,4,4,4,4,5,2,2,2,3,4,4,1,4,5,4,3,2,4,2,3,3,4,5,2,1,4
514,46,0,1,0,15,1,6,2,?,0,4,4,4,3,3,3,3,3,4,4,4,4,4,5,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,5,2,2,4,4,4,2,4,4,4,4,4,3,4
515,51,0,1,0,15,1,6,2,?,0,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,3,5,3,4,4,5,2,2,3,3,4,2,5,3,4,3,4,4,4,4,5,?,4,4,4,4,2
516,67,0,4,1,30,1,6,1,3,0,2,2,2,4,3,3,4,4,3,3,3,4,3,2,?,1,3,2,3,4,4,4,2,1,1,2,3,1,1,1,3,2,3,?,3,2,1,1,3,4,4,1,1
517,59,0,6,0,25,1,6,1,3,1,2,3,2,3,2,3,2,2,2,2,2,5,3,2,3,1,3,3,2,3,3,3,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,2,2
518,52,0,6,1,22,1,6,1,2,0,2,2,3,5,4,2,2,4,1,2,2,4,3,3,3,1,2,5,4,5,4,5,3,1,1,1,2,1,1,3,2,2,1,1,3,5,5,5,1,1,1,1,1
519,50,0,2,1,20,1,6,1,2,0,4,4,2,4,4,?,5,5,3,4,4,2,?,4,?,?,2,4,3,3,2,5,1,1,?,?,4,?,?,?,2,2,4,3,4,4,4,5,1,4,5,1,1
520,50,0,3,1,20,1,6,1,2,0,2,2,3,4,3,?,3,2,3,3,2,4,2,?,?,1,2,3,?,4,2,3,1,1,1,1,1,1,2,1,2,2,1,1,5,5,5,1,2,2,2,1,1
521,40,0,6,1,10,1,6,2,?,0,3,1,2,5,3,1,1,3,1,3,2,3,?,1,1,1,1,5,1,5,5,5,1,1,1,1,1,1,1,1,?,?,?,?,1,5,5,5,1,1,4,1,1
522,45,0,3,1,20,1,6,2,?,0,4,4,4,5,5,4,5,5,4,3,4,2,4,3,3,3,3,4,4,4,4,4,3,3,3,2,4,1,4,1,4,4,4,4,4,4,4,4,4,4,5,1,4
523,46,0,6,0,7,1,6,1,6,1,2,3,2,4,4,4,3,4,4,4,3,3,3,3,2,4,4,3,2,4,5,5,2,1,4,4,3,5,5,5,4,2,3,4,4,4,3,1,4,4,5,2,3
524,38,1,6,1,15,1,6,1,4,0,3,5,3,3,3,4,3,4,2,2,1,2,4,3,4,2,2,4,3,4,5,5,2,2,2,2,2,3,4,4,4,2,3,3,3,3,3,3,2,2,3,3,2
525,47,1,6,0,2,1,6,2,?,1,3,3,3,4,4,3,4,3,3,4,3,3,4,4,4,3,3,4,4,4,5,5,3,3,3,3,3,3,2,4,3,4,3,3,4,3,3,4,3,4,4,1,5
526,39,1,6,0,15,1,6,2,?,0,4,3,3,5,3,3,4,5,3,3,3,3,2,3,4,4,2,4,4,5,5,5,4,4,3,4,3,5,5,5,5,5,3,4,5,3,4,3,4,4,4,2,4
527,48,1,6,0,7,1,6,2,?,0,4,4,5,5,5,2,5,5,4,3,3,3,3,3,2,1,4,2,4,3,4,5,1,1,3,3,3,3,4,1,5,1,3,3,1,1,1,1,1,4,4,1,1
528,58,1,5,1,7,1,6,2,?,0,2,2,2,5,5,5,5,5,3,3,3,2,2,2,3,1,2,2,1,3,3,4,1,1,1,1,1,4,4,3,3,2,2,2,?,?,?,5,1,1,5,1,1
529,38,1,6,0,5,1,6,2,?,0,2,3,2,4,3,4,4,4,2,3,2,4,2,2,3,1,1,2,2,2,3,3,1,1,2,1,2,1,3,2,4,3,3,2,2,4,3,4,2,4,2,1,3
530,49,1,1,0,15,1,6,2,?,0,4,5,5,5,4,?,4,4,5,5,4,1,?,?,?,2,4,3,4,5,5,5,3,1,4,4,5,3,5,5,4,?,4,4,5,5,3,5,5,5,5,1,5
531,43,1,3,0,15,1,6,2,?,1,4,?,5,4,4,?,?,?,4,5,4,3,4,?,?,?,?,4,?,4,?,4,2,1,4,4,?,?,2,?,?,?,?,?,?,?,?,?,4,4,5,1,5
532,46,1,4,0,15,1,6,2,?,0,3,2,2,5,5,5,5,5,3,4,3,4,2,2,5,2,1,4,3,5,5,5,1,1,2,2,3,1,1,1,5,5,3,2,5,4,5,5,3,4,4,1,4
533,45,1,5,0,16,1,6,2,?,0,2,2,2,4,3,3,3,3,2,2,2,5,2,2,2,1,2,3,2,3,3,3,1,1,2,2,1,2,2,2,2,1,?,2,3,3,2,2,2,2,3,1,2
534,42,1,6,1,18,1,6,1,2,0,3,3,2,5,5,4,5,5,2,3,3,1,3,2,4,1,1,3,2,4,5,4,1,1,1,1,2,1,1,1,4,1,1,1,3,4,3,2,1,3,5,1,1
535,48,1,6,1,25,1,6,1,1,0,4,4,5,4,5,3,5,4,5,5,5,5,5,3,1,1,3,4,3,3,3,4,2,1,1,3,4,1,5,4,3,1,3,3,3,4,3,3,5,5,5,1,1
536,45,1,1,0,14,1,6,2,?,0,2,5,5,5,5,2,5,5,4,3,3,1,4,1,1,1,1,4,1,5,1,5,2,1,3,5,1,3,2,1,5,2,5,3,3,5,3,3,5,5,5,1,4
537,53,1,1,0,20,1,6,1,7,0,3,3,5,5,5,5,3,3,1,2,3,5,1,3,4,3,3,5,2,5,5,5,2,1,3,1,5,1,3,2,5,5,2,2,5,4,3,5,1,4,3,1,4
538,38,1,6,0,8,1,6,2,?,0,5,5,5,5,5,3,5,5,4,4,4,4,4,3,3,4,4,4,3,5,5,5,2,2,5,3,5,1,2,1,3,4,4,4,4,5,5,5,5,5,4,2,2
539,39,1,3,0,6,1,6,2,?,0,2,2,2,5,3,3,2,3,2,4,3,4,2,2,3,2,3,4,4,4,4,4,2,2,3,3,3,2,4,2,5,4,3,3,4,2,4,3,2,3,2,2,2
540,49,1,1,0,16,1,6,1,7,0,2,1,3,2,5,4,3,4,3,4,3,5,1,3,3,1,1,1,1,5,3,4,1,1,1,?,2,2,2,1,1,1,2,2,5,5,5,5,2,2,1,1,1
541,46,1,1,0,1,1,6,2,?,0,4,4,4,4,4,4,4,4,4,3,4,2,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,4,4,3,3,5,3,3,5,3,4,4,1,4
542,53,1,1,0,1,1,6,2,?,0,3,3,3,5,5,5,5,5,3,3,3,3,4,?,?,1,3,5,?,5,3,5,1,1,2,1,3,4,3,3,4,?,?,?,4,4,4,4,1,3,3,1,1
543,43,1,6,0,3,1,6,2,?,0,3,3,3,5,3,4,3,4,3,4,3,5,3,3,4,1,3,4,3,5,4,5,1,1,2,2,3,1,1,1,5,3,2,2,4,5,5,4,3,3,3,1,1
544,46,1,1,0,15,1,6,1,5,1,3,3,5,4,4,5,5,5,3,3,2,2,4,5,2,4,2,4,2,5,5,5,5,5,4,4,3,4,5,5,2,1,5,5,3,5,3,5,5,5,5,4,4
545,52,1,6,0,25,1,6,1,3,0,3,2,3,5,4,3,4,5,4,4,3,4,4,3,3,3,1,3,3,5,5,5,3,1,4,3,3,2,1,2,2,2,3,4,4,4,5,4,3,4,4,1,3
546,50,1,6,0,23,1,6,1,7,0,1,1,1,4,3,2,5,5,2,2,2,5,1,2,3,1,1,2,3,5,5,5,1,1,1,1,1,1,1,1,5,3,1,1,5,3,2,1,1,1,2,1,1
547,43,1,1,0,7,1,6,2,?,0,3,4,5,3,5,2,4,4,4,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,4,1,1,1,5,5,3,3,5,4,5,5,4,4,5,1,5
548,46,1,6,0,7,1,6,2,?,0,2,2,3,4,2,4,2,3,2,2,2,4,2,2,4,2,2,4,3,4,4,5,1,1,2,2,2,3,3,3,5,5,3,2,4,2,2,3,2,2,3,3,2
549,35,1,6,0,2,1,6,2,?,1,4,4,4,5,5,4,4,3,4,4,3,4,4,5,4,4,3,5,4,4,4,5,?,4,4,3,4,3,5,5,4,4,4,?,5,5,5,5,4,4,2,2,4
550,49,1,6,0,14,1,6,2,?,0,4,3,2,5,5,4,5,5,3,3,4,2,2,4,3,2,2,4,5,5,4,5,2,5,4,4,4,4,3,5,4,5,3,3,4,4,3,3,3,5,5,3,4
551,39,1,1,1,7,1,6,2,?,1,4,4,5,4,4,5,5,3,4,3,3,3,5,3,4,3,3,5,3,5,5,5,3,3,4,4,4,5,5,5,5,3,3,3,4,4,4,4,4,4,4,5,3
552,39,1,4,0,10,1,6,2,?,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
553,38,1,6,0,12,1,6,2,?,0,5,3,5,4,4,5,4,4,4,4,4,1,4,3,3,2,4,4,4,5,5,5,1,3,3,3,4,4,4,3,5,2,3,3,4,4,3,2,5,5,4,3,5
554,43,1,6,1,20,1,6,1,2,0,3,4,2,5,5,1,5,5,4,4,4,5,3,2,1,1,2,5,3,4,5,5,1,1,1,1,4,1,2,3,4,5,2,2,4,4,4,5,2,4,5,1,1
555,42,1,6,0,?,1,6,2,?,0,5,5,5,5,5,5,5,5,4,4,4,2,4,5,5,1,5,4,5,3,3,5,2,1,3,5,5,1,4,1,5,5,3,5,5,5,5,3,5,5,5,1,1
556,44,1,6,1,20,1,6,1,2,1,3,4,4,5,5,5,5,5,4,4,3,2,3,2,4,3,5,2,5,4,5,5,3,1,4,2,5,1,2,1,3,3,3,4,2,4,1,1,3,5,3,1,4
557,49,1,5,0,13,1,6,2,?,0,2,2,2,4,3,1,4,3,2,2,2,2,2,3,2,1,1,2,2,3,3,3,1,2,2,1,2,1,2,1,5,4,2,2,5,3,3,3,1,2,2,1,2
558,42,1,1,1,16,1,6,1,4,0,2,2,3,4,5,5,5,5,3,3,3,2,2,4,?,1,2,4,2,5,5,5,2,1,3,3,3,1,2,4,4,4,3,3,?,?,4,4,4,4,4,1,3
559,44,1,1,1,20,1,6,1,6,0,3,3,3,5,5,4,4,4,2,2,3,2,2,2,3,1,2,3,3,5,4,4,2,1,1,1,3,2,3,3,4,4,2,2,5,4,4,4,2,3,3,1,2
560,34,1,4,0,1,1,6,2,?,0,3,4,5,5,4,3,4,2,3,5,4,2,4,3,3,2,4,5,5,4,4,5,3,3,4,4,4,4,5,4,4,4,4,5,5,4,4,5,4,4,2,1,3
561,46,1,1,0,6,1,6,2,?,0,3,2,3,5,3,3,4,4,2,2,2,4,3,4,4,5,2,3,2,5,5,5,4,2,4,4,4,4,5,4,3,1,3,3,5,4,3,3,2,2,4,1,4
562,48,1,6,0,2,1,6,2,?,0,2,3,2,4,4,2,3,2,2,3,3,4,2,3,4,2,2,4,3,4,4,5,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,2,3,4,2,2
563,52,1,1,0,11,1,6,2,?,0,2,3,3,5,3,4,3,3,3,3,?,4,2,2,3,1,2,3,3,5,5,5,1,2,2,2,2,3,4,5,4,4,2,2,3,2,2,2,2,3,3,3,5
564,40,1,6,0,9,1,6,2,?,0,4,4,4,5,5,?,4,3,4,3,4,?,4,4,?,2,?,3,?,5,5,5,3,2,4,4,5,1,2,1,4,?,4,5,?,?,?,?,5,5,5,1,1
565,40,1,6,0,5,1,6,1,7,0,3,3,2,4,4,?,3,3,2,2,2,?,3,1,?,1,1,3,?,5,5,5,2,1,2,1,2,2,2,1,2,2,2,2,4,4,4,4,2,3,1,1,1
566,42,1,6,0,6,1,6,1,7,0,3,3,3,4,4,3,4,4,2,2,2,3,2,3,3,2,3,4,3,4,5,5,2,2,2,2,3,3,3,2,4,3,3,3,4,4,2,3,3,3,2,1,2
567,49,1,1,0,5,1,6,2,?,0,3,3,5,4,4,3,4,4,3,3,3,4,4,2,2,3,3,4,2,5,5,5,1,1,3,3,4,2,2,2,4,4,3,3,4,5,5,3,3,4,4,1,1
568,47,1,1,0,5,1,6,1,6,0,3,5,3,5,5,2,4,5,3,3,2,4,4,3,2,2,3,4,3,5,5,5,2,1,2,2,4,1,5,3,3,3,4,4,5,3,5,5,4,5,5,1,3
569,49,1,6,1,25,1,6,1,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,3,2,1,4,4,4,1,1,1,1,3,1,1,4,4,2,?,?,5,5,5,3,1,1,1,1,1
570,49,1,1,0,18,1,6,1,?,0,3,3,4,5,4,3,4,4,3,3,3,4,3,4,3,3,2,3,3,4,4,5,3,2,4,4,4,3,3,4,2,2,3,3,4,4,4,5,4,4,3,1,3
571,34,1,5,0,4,1,6,2,?,0,3,3,3,5,4,4,4,4,3,4,3,3,3,3,4,2,2,4,3,5,5,5,2,2,3,3,3,2,5,3,5,5,3,3,4,3,4,4,3,4,4,2,3
572,34,1,6,0,3,1,6,2,?,0,2,2,3,5,4,4,4,4,3,4,3,2,3,4,3,3,3,5,3,4,4,4,2,2,3,3,3,2,4,4,4,4,2,2,3,4,4,3,2,3,5,1,4
573,45,1,1,0,16,1,6,1,4,0,3,3,5,5,4,5,3,4,3,4,3,4,3,3,4,1,2,4,3,5,4,4,2,1,3,3,3,1,2,3,4,3,3,3,4,4,4,3,5,5,5,2,2
574,35,1,4,0,2,1,6,2,?,0,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,1,4,4,3,5,3,5,2,2,1,1,4,1,1,1,4,3,3,3,5,1,3,3,2,4,4,1,4
575,40,1,4,0,1,1,6,2,?,0,4,4,5,4,4,4,4,4,5,5,5,2,4,4,5,4,4,5,5,5,5,5,1,2,2,3,5,4,4,3,5,3,3,4,4,3,3,3,4,3,4,1,2
576,33,1,1,0,2,1,6,2,?,0,3,3,3,4,4,4,5,5,3,4,3,2,4,3,3,3,3,4,4,5,5,5,3,1,3,3,4,3,4,3,5,5,4,4,4,4,4,4,3,5,5,1,5
577,37,1,4,0,8,1,6,2,?,?,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,?,3,5,5,3,4,4,2,?,4
578,44,1,1,0,12,1,6,2,?,0,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,?,?,?,?,?,?,3,3,2,2,?,2,3,1,?,?,?,?,3,4,4,4,2,2,3,1,2
579,34,1,5,0,8,1,6,2,?,0,3,2,3,5,4,4,5,5,3,2,3,4,2,3,4,1,3,5,3,5,5,5,1,2,2,3,2,3,4,4,4,4,4,3,4,2,4,4,3,3,4,1,2
580,33,1,6,1,10,1,6,2,?,0,2,3,5,5,4,?,5,4,4,5,5,?,4,1,?,4,3,2,4,5,5,5,4,3,3,3,5,3,5,4,1,1,4,4,3,4,3,2,4,5,5,2,2
581,65,1,6,0,15,1,6,2,?,0,3,3,3,3,3,3,4,4,3,3,2,3,3,2,?,?,?,?,?,3,5,4,2,1,?,?,3,?,3,?,3,?,?,?,3,?,?,?,3,3,3,1,3
582,31,1,6,0,5,1,6,2,?,0,4,4,4,4,3,4,3,4,3,4,4,2,4,4,4,2,3,3,2,4,4,4,2,4,3,3,4,5,5,5,4,3,4,4,4,2,2,4,4,4,4,2,4
583,32,1,5,0,2,1,6,1,?,1,4,2,4,5,5,?,5,5,5,5,5,5,?,3,?,?,?,?,?,4,?,5,1,1,?,?,3,5,5,?,5,5,4,4,?,?,?,?,3,5,5,1,1
584,43,1,3,1,20,1,6,1,2,0,2,3,2,4,3,3,2,2,4,4,3,4,3,3,4,2,2,4,3,4,5,5,2,1,1,1,3,4,3,3,4,3,3,3,5,5,5,5,2,2,1,2,1
585,52,1,3,1,26,1,6,1,2,0,1,1,1,5,5,5,3,5,2,2,2,5,2,1,5,1,1,5,1,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3
586,36,1,6,1,10,1,6,1,4,0,3,3,3,4,4,3,4,3,4,4,3,4,4,3,3,1,2,4,3,4,4,4,1,1,1,1,2,1,4,4,4,3,2,2,4,2,4,3,2,2,2,1,5
587,42,1,3,0,12,1,6,2,?,0,4,4,4,4,5,4,4,4,3,3,3,2,3,5,3,1,3,4,1,3,4,4,1,1,1,1,3,3,2,4,3,4,2,2,5,5,5,5,2,2,2,1,4
588,50,1,6,0,10,1,6,2,?,0,1,2,2,4,4,3,3,3,2,2,2,3,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,3,3,2,4,4,2,2,4,2,2,2,2,2,2,2,2
589,42,1,2,0,8,1,6,2,?,0,2,3,2,4,4,3,3,4,3,4,4,3,2,3,3,1,3,4,3,4,4,4,1,1,3,2,3,1,1,1,4,3,2,2,4,4,4,3,3,3,3,1,1
590,43,1,6,0,15,1,6,2,?,0,2,2,4,4,?,2,4,4,4,4,3,3,3,3,3,3,2,2,2,4,5,5,3,2,3,3,4,3,3,3,4,4,4,4,5,3,4,3,3,3,5,3,2
591,29,1,6,0,4,1,6,1,5,0,2,3,3,5,5,3,2,4,4,4,2,3,3,2,2,1,2,4,2,4,5,5,1,1,2,2,2,3,5,4,3,3,2,2,5,4,3,5,3,4,5,2,4
592,38,1,3,0,2,1,6,1,7,0,4,3,4,5,3,3,5,5,2,3,2,4,4,3,3,1,2,3,3,5,5,5,1,1,1,1,3,1,5,3,5,5,3,2,5,2,2,3,4,4,5,1,4
593,54,1,3,0,3,1,6,2,?,0,2,2,2,5,4,3,4,4,2,2,3,4,2,2,3,2,2,4,2,5,5,5,2,2,2,2,2,2,3,4,5,5,2,3,2,2,2,2,2,2,2,1,2
594,48,1,1,0,4,1,6,2,?,0,1,1,1,4,4,4,1,4,2,3,1,4,1,1,2,1,1,3,1,3,2,3,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,2,2,2,1,5
595,47,1,3,1,20,1,6,1,6,0,2,1,2,5,3,2,4,?,2,3,3,4,3,3,?,1,1,1,1,4,4,4,2,1,1,2,1,3,4,1,4,4,2,2,1,1,3,3,2,2,2,1,1
596,38,1,6,0,14,1,6,?,?,0,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,1,4,4,4,4,4,5,1,2,3,3,4,4,5,2,5,5,4,4,5,5,5,4,3,3,4,1,1
597,37,1,6,0,10,1,6,1,3,0,2,2,3,4,3,4,2,3,2,2,2,5,3,2,3,1,1,3,2,3,3,4,1,1,1,1,1,3,3,2,2,2,1,1,5,2,2,2,1,1,2,2,1
598,45,1,2,1,20,1,6,1,2,0,2,2,3,4,4,3,4,4,3,3,4,5,2,2,3,1,2,4,1,4,4,5,1,1,1,1,2,1,1,1,2,1,2,2,5,5,4,3,3,3,4,1,1
599,37,1,6,0,7,1,6,2,?,0,3,2,2,5,3,2,4,4,3,3,2,5,2,2,3,2,2,3,3,4,4,5,2,1,2,2,3,1,2,1,2,4,3,3,3,5,5,3,3,3,5,1,1
600,45,1,6,1,20,1,6,1,2,1,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,2,3,3,4,3,5,5,3,3,3,3,3,3,4,4,4,3,4
601,47,1,3,0,11,1,6,2,?,0,2,3,3,5,4,4,5,3,4,3,3,5,3,3,3,1,3,4,3,4,3,5,1,1,1,1,3,5,4,3,5,4,2,2,4,3,4,4,1,1,3,1,3
602,39,1,6,0,2,1,6,2,?,0,4,3,4,3,4,2,3,4,2,3,3,4,3,2,4,2,2,4,4,4,4,4,2,2,2,2,3,3,2,1,4,2,3,3,4,3,3,3,3,4,2,1,2
603,40,1,6,1,13,1,6,1,2,0,3,3,3,4,4,?,4,4,3,4,3,2,3,3,?,2,2,3,4,4,4,4,2,1,3,3,3,1,1,1,1,1,2,2,4,4,4,4,3,3,3,1,1
604,37,1,6,0,7,1,6,2,?,0,3,3,2,5,5,3,4,5,3,2,2,4,2,4,3,2,2,5,3,4,5,4,1,1,2,2,2,1,4,4,4,3,3,3,5,5,5,5,4,4,4,1,1
605,34,1,6,1,10,1,6,1,7,0,3,3,3,4,4,4,4,4,3,3,3,2,3,4,4,3,3,3,3,5,5,5,3,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,4
606,39,1,1,1,6,1,6,1,4,0,3,2,4,4,3,3,4,4,4,4,4,3,2,2,1,2,2,2,3,5,5,4,4,2,3,2,3,1,1,2,4,4,4,4,5,4,5,5,3,4,4,2,2
607,49,1,1,0,5,1,6,2,?,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,3,5,5,5,?,3,3,3,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3
608,36,1,6,0,3,1,6,2,?,0,3,3,3,5,4,4,4,4,4,4,4,3,2,3,3,2,2,4,2,4,4,4,2,2,2,3,2,2,2,3,4,4,3,3,4,4,4,3,2,3,3,2,2
609,51,1,6,0,8,1,6,2,?,0,3,2,4,3,3,4,4,3,3,3,2,2,2,3,3,1,1,2,3,3,4,5,1,1,2,2,2,2,1,1,5,5,3,3,5,3,5,5,1,3,3,1,2
610,32,1,3,1,10,1,6,1,5,0,3,3,3,4,4,4,4,4,3,3,3,4,3,5,4,1,2,3,1,4,5,4,1,5,2,1,3,3,2,1,3,3,3,3,5,5,5,5,3,3,4,1,3
611,50,1,6,0,10,1,6,2,?,0,4,3,4,5,5,3,3,4,3,3,2,4,2,3,2,1,2,4,3,3,5,4,1,1,1,1,2,2,4,3,3,4,3,3,4,3,2,3,3,4,5,2,2
612,43,1,3,0,11,1,6,2,?,0,4,4,5,5,5,3,4,5,3,3,2,5,3,3,2,1,1,4,1,5,2,3,1,1,2,1,3,1,1,1,2,1,2,2,5,4,5,5,2,4,4,1,1
613,40,1,5,1,14,1,6,1,4,0,2,2,2,5,4,3,3,5,2,3,2,5,3,3,3,1,2,2,2,4,4,4,1,1,1,1,2,4,4,3,2,4,1,1,4,4,4,4,1,4,4,1,1
614,40,1,6,0,10,1,6,1,7,0,3,3,3,5,5,3,4,4,3,3,3,4,3,4,2,3,3,3,3,3,3,5,2,2,3,3,3,1,1,1,3,3,3,?,4,4,4,4,2,2,2,2,2
615,37,1,3,1,12,1,6,1,7,0,5,5,5,4,5,5,4,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
616,37,1,1,1,10,1,6,1,4,0,2,2,2,5,5,?,3,3,2,5,3,3,2,?,?,1,2,3,2,5,5,5,1,1,2,1,3,1,4,1,2,2,2,2,2,4,3,3,3,4,4,1,4
617,52,1,5,1,9,1,6,2,?,1,3,4,4,4,3,5,5,5,4,5,5,4,3,3,5,3,5,5,4,5,5,4,4,3,4,4,3,4,5,4,4,5,5,4,3,4,4,4,3,4,4,5,4
618,43,1,6,1,10,1,6,2,?,0,4,4,4,3,5,4,4,4,3,3,3,1,4,4,5,1,4,3,4,4,5,5,1,1,4,3,4,4,5,5,4,4,4,3,3,3,3,3,4,4,4,1,4
619,41,1,6,0,12,1,6,2,?,0,4,4,5,5,5,5,5,4,3,3,3,2,3,3,1,1,4,5,5,1,4,3,?,?,3,4,5,1,1,4,5,3,3,5,3,5,5,3,?,?,?,?,?
620,55,1,6,1,30,1,6,1,4,0,3,4,3,5,5,3,3,4,2,2,2,1,2,1,3,1,1,3,3,4,3,3,1,1,2,3,3,3,3,3,2,1,2,2,5,2,5,3,2,2,2,?,3
621,42,1,6,0,1,1,6,2,?,0,2,3,3,4,4,3,5,5,3,4,3,3,?,?,?,1,2,3,3,4,4,4,1,1,1,1,2,3,4,1,4,?,?,?,4,4,4,4,2,3,4,1,1
622,34,1,3,1,10,1,6,1,4,0,4,4,3,5,5,3,2,5,2,5,3,5,1,3,3,1,1,4,1,4,1,5,1,1,1,1,2,1,5,1,1,1,1,1,5,1,5,5,1,3,3,1,1
623,45,1,1,0,15,1,6,2,?,0,3,3,3,5,5,5,3,2,3,3,3,3,3,3,5,2,2,3,2,4,4,5,1,1,2,2,3,1,1,2,2,2,3,3,3,3,3,3,3,4,1,1,2
624,49,1,3,0,18,1,6,1,7,0,4,4,4,4,4,4,5,4,3,4,3,3,3,4,3,3,2,2,2,4,4,4,2,4,2,3,3,1,1,2,4,4,3,4,5,4,4,4,4,4,4,2,4
625,46,1,3,0,7,1,6,2,?,0,5,5,5,5,5,5,5,5,3,3,3,3,4,3,3,5,3,3,3,5,5,5,4,2,3,4,3,3,2,3,4,3,3,4,5,5,5,5,3,5,5,2,1
626,33,1,6,0,4,1,6,2,?,0,4,4,5,5,5,4,5,5,3,3,3,1,3,3,3,4,3,3,3,5,5,5,4,1,3,3,3,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,1
627,52,1,1,0,28,1,6,2,?,0,2,2,3,4,4,3,5,5,3,3,2,4,3,?,?,3,1,5,?,5,5,5,2,1,2,1,2,3,3,3,5,5,2,2,5,5,5,2,2,2,4,1,2
628,42,1,5,1,17,1,6,1,2,0,2,3,3,4,3,3,4,3,2,2,2,4,3,3,3,2,2,3,3,4,3,3,2,2,2,2,2,3,3,3,3,3,2,2,4,3,4,4,2,2,4,2,2
629,44,1,6,0,8,1,6,2,?,0,4,4,5,5,4,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1
630,49,1,1,0,4,1,6,2,?,0,3,3,2,5,4,3,5,5,2,2,2,4,2,2,3,1,1,5,2,5,5,5,1,2,1,1,2,2,4,4,4,4,1,1,3,3,3,3,2,2,2,2,2
631,33,1,6,0,2,1,6,2,?,0,2,2,3,4,4,3,2,4,3,4,3,2,2,3,3,4,2,4,3,4,4,4,2,4,4,4,3,2,4,2,4,4,3,4,4,3,3,3,4,4,4,2,4
